displayName,key,value
Operating margin - trailing 12 month,operatingMarginTrailing12Month,29.55
Gross Margin - 5 year average,grossMargin5YearAverage,52.94
Operating margin - 1st historical fiscal year,operatingMargin1stHistoricalFiscalYear),29.81
Operating Margin - 5 year average,operatingMargin5YearAverage,30.27
Net Profit Margin % - 1st historical fiscal year,netProfitMarginPercent1stHistoricalFiscalYear,24.55
Gross Margin - 1st historical fiscal year,grossMargin1stHistoricalFiscalYear,53.11
Net Profit Margin % - trailing 12 month,netProfitMarginPercentTrailing12Month,24.32
Net Profit Margin - 5 year average,netProfitMargin5YearAverage,25.23
Pretax Margin - 5 year average,pretaxMargin5YearAverage,33.58
"Free Operating Cash Flow/Revenue, TTM",freeOperatingCashFlowPerRevenueTTM,-2.93
Pretax margin - 1st historical fiscal year,pretaxMargin1stHistoricalFiscalYear,32.99
Pretax margin - trailing 12 month,pretaxMarginTrailing12Month,32.71
"Free Operating Cash Flow/Revenue, 5 Year Average",freeOperatingCashFlowPerRevenue5YearAverage,-4.61
Gross Margin - trailing 12 month,grossMarginTrailing12Month,53.73
