displayName,key,value
Earnings before taxes - most recent fiscal year,earningsBeforTaxesMostRecentFiscalYear,108250.60
Revenue - trailing 12 month,revenueTrailing12Month),1464837.00
Net Income available to common - most recent fiscal year,netIncomeAvailableToCommonMostRecentFiscalYear,37056.80
EBITD - trailing 12 month,eBITDTrailing12Month,282678.60
Net Income available to common - trailing 12 months,netIncomeAvailableToCommonTrailing12Months,39927.00
"Earnings per Share, Normalized, Excluding Extraordinary Items, Avg. Diluted Shares Outstanding, TTM",earningsPerShareNormalizedExcludingExtraordinaryItemsAvgDilutedSharesOutstandingTTM,60.61
Revenue - most recent fiscal year,revenueMostRecentFiscalYear,1484779.00
"Net Income Available to Common, Normalized - most recent fiscal year",netIncomeAvailabletoCommonNormalizedMostRecentFiscalYear,38768.20
Earnings before taxes - trailing 12 month,earningsBeforeTaxesTrailing12Month,113882.50
Earnings before taxes Normalized - most recent fiscal year,earningsBeforeTaxesNormalizedMostRecentFiscalYear,110639.10
EBITD - most recent fiscal year,eBITDMostRecentFiscalYear,282621.90
