displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,77200.25,,,2019,Annual
Total Revenue ,TotalRevenue,77200.25,,,2019,Annual
Costof Revenue Total ,CostofRevenueTotal,32062.46,,,2019,Annual
Gross Profit ,GrossProfit,45137.79,,,2019,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,24767.92,,,2019,Annual
Depreciation/ Amortization ,Depreciation/Amortization,3531.99,,,2019,Annual
Interest Exp( Inc) Net- Operating Total ,InterestExp(Inc)Net-OperatingTotal,0.43,,,2019,Annual
Unusual Expense( Income) ,UnusualExpense(Income),2687.07,,,2019,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,3769.77,,,2019,Annual
Total Operating Expense ,TotalOperatingExpense,66819.64,,,2019,Annual
Operating Income ,OperatingIncome,10380.61,,,2019,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-5295.69,,,2019,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,-13.87,,,2019,Annual
Other Net ,OtherNet,92.41,,,2019,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,5163.46,,,2019,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,2418.72,,,2019,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,2744.74,,,2019,Annual
Minority Interest ,MinorityInterest,-1051.75,,,2019,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,1692.99,,,2019,Annual
Total Extraordinary Items ,TotalExtraordinaryItems,0.00,,,2019,Annual
Net Income ,NetIncome,1692.99,,,2019,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,1692.99,,,2019,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,1692.99,,,2019,Annual
Dilution Adjustment ,DilutionAdjustment,-1.30,,,2019,Annual
Diluted Net Income ,DilutedNetIncome,1691.69,,,2019,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,65.98,,,2019,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,25.64,,,2019,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,6.97,,,2019,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,47.40,,,2019,Annual
period Length ,periodLength,12,,,2019,Annual
period Type ,periodType,Months,,,2019,Annual
