displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,3022.72,,,2025,Annual
Cash Equivalents ,CashEquivalents,4882.70,,,2025,Annual
Short Term Investments ,ShortTermInvestments,20821.24,,,2025,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,28726.66,,,2025,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,9158.63,,,2025,Annual
Total Receivables Net ,TotalReceivablesNet,40871.99,,,2025,Annual
Total Inventory ,TotalInventory,15614.42,,,2025,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,8259.40,,,2025,Annual
Total Current Assets ,TotalCurrentAssets,93472.47,,,2025,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,14609.66,,,2025,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,121678.66,,,2025,Annual
Goodwill Net ,GoodwillNet,21368.69,,,2025,Annual
Intangibles Net ,IntangiblesNet,12851.93,,,2025,Annual
Long Term Investments ,LongTermInvestments,90568.52,,,2025,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,122223.24,,,2025,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,38372.19,,,2025,Annual
Total Assets ,TotalAssets,500535.70,,,2025,Annual
Accounts Payable ,AccountsPayable,15438.10,,,2025,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,60235.34,,,2025,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,31850.27,,,2025,Annual
Total Current Liabilities ,TotalCurrentLiabilities,107523.71,,,2025,Annual
Long Term Debt ,LongTermDebt,123927.09,,,2025,Annual
Capital Lease Obligations ,CapitalLeaseObligations,2163.13,,,2025,Annual
Total Long Term Debt ,TotalLongTermDebt,126090.22,,,2025,Annual
Total Debt ,TotalDebt,186325.56,,,2025,Annual
Deferred Income Tax ,DeferredIncomeTax,12486.93,,,2025,Annual
Minority Interest ,MinorityInterest,60303.60,,,2025,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,96622.01,,,2025,Annual
Total Liabilities ,TotalLiabilities,403026.47,,,2025,Annual
Common Stock Total ,CommonStockTotal,136.11,,,2025,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),97373.12,,,2025,Annual
Total Equity ,TotalEquity,97509.23,,,2025,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,500535.70,,,2025,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,67.84,,,2025,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,932.89,,,2025,Annual
period Length ,periodLength,0.00,,,2025,Annual
