CalendarMonth,CalendarYear,FiscalYear,ActualReportDate,Type,CurrencyCode,Reported,ReportedDate,SurprisePercent,SurpriseMean,SUE,NumEstimates,Mean,High,Low,Median,StandardDeviation,SmartEstimate
3,2024,2024,2024-05-22T13:24:00,Actual,INR,93.76,2024-05-22T13:24:00,62.56,57.68,0.72,2,,,,,,
3,2025,2025,2025-05-22T10:39:00,Actual,INR,59.08,2025-05-22T10:39:00,18.86,49.7,0.15,2,,,,,,
3,2026,2026,,Estimate,INR,,,,,,2,66.0,124.0,8.0,66.0,58.0,66.0
3,2027,2027,,Estimate,INR,,,,,,2,88.0,160.0,17.0,88.0,71.0,89.0
