displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,1542.77,,,2024,Annual
Cash Equivalents ,CashEquivalents,844.88,,,2024,Annual
Short Term Investments ,ShortTermInvestments,18276.60,,,2024,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,20664.25,,,2024,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,7061.02,,,2024,Annual
Total Receivables Net ,TotalReceivablesNet,43574.79,,,2024,Annual
Total Inventory ,TotalInventory,14857.33,,,2024,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,7268.79,,,2024,Annual
Total Current Assets ,TotalCurrentAssets,86365.16,,,2024,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,116577.19,,,2024,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-26324.42,,,2024,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,90252.77,,,2024,Annual
Goodwill Net ,GoodwillNet,20153.78,,,2024,Annual
Intangibles Net ,IntangiblesNet,8431.22,,,2024,Annual
Long Term Investments ,LongTermInvestments,75417.97,,,2024,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,97821.52,,,2024,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,34096.66,,,2024,Annual
Total Assets ,TotalAssets,412539.08,,,2024,Annual
Accounts Payable ,AccountsPayable,18090.28,,,2024,Annual
Accrued Expenses ,AccruedExpenses,2763.91,,,2024,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,28838.87,,,2024,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,20527.23,,,2024,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,22212.55,,,2024,Annual
Total Current Liabilities ,TotalCurrentLiabilities,92432.84,,,2024,Annual
Long Term Debt ,LongTermDebt,86116.47,,,2024,Annual
Capital Lease Obligations ,CapitalLeaseObligations,1672.48,,,2024,Annual
Total Long Term Debt ,TotalLongTermDebt,87788.95,,,2024,Annual
Total Debt ,TotalDebt,137155.05,,,2024,Annual
Deferred Income Tax ,DeferredIncomeTax,9416.67,,,2024,Annual
Minority Interest ,MinorityInterest,50285.98,,,2024,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,83962.24,,,2024,Annual
Total Liabilities ,TotalLiabilities,323886.68,,,2024,Annual
Common Stock Total ,CommonStockTotal,132.80,,,2024,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,28863.59,,,2024,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),57247.71,,,2024,Annual
Treasury Stock- Common ,TreasuryStock-Common,-471.13,,,2024,Annual
ESOP Debt Guarantee ,ESOPDebtGuarantee,543.79,,,2024,Annual
Other Equity Total ,OtherEquityTotal,2335.64,,,2024,Annual
Total Equity ,TotalEquity,88652.40,,,2024,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,412539.08,,,2024,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,68.06,,,2024,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,882.59,,,2024,Annual
period Length ,periodLength,0.00,,,2024,Annual
