displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,9582.21,,,2021,Annual
Depreciation/ Depletion ,Depreciation/Depletion,4033.40,,,2021,Annual
Non- Cash Items ,Non-CashItems,7113.31,,,2021,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-4225.11,,,2021,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,16503.81,,,2021,Annual
Capital Expenditures ,CapitalExpenditures,-3648.56,,,2021,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-4894.47,,,2021,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-8543.03,,,2021,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-1697.25,,,2021,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-433.61,,,2021,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,22.69,,,2021,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-5927.55,,,2021,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-8035.72,,,2021,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,0.33,,,2021,Annual
Net Changein Cash ,NetChangeinCash,-74.61,,,2021,Annual
Cash Interest Paid ,CashInterestPaid,1831.46,,,2021,Annual
Cash Taxes Paid ,CashTaxesPaid,1843.95,,,2021,Annual
period Length ,periodLength,12,,,2021,Annual
period Type ,periodType,Months,,,2021,Annual
