tickerId,companyName,remarks,recordDate,xrDate,offerredInstrumentName,faceValueOfferedInstrument,ratios,dateOfAnnouncement,sortDate,rightsPremium
S0003182,Grasim Industries,Rights issue of equity shares of Rs. 2/- in the ratio of 6:179 @ premium of Rs. 1810/-.,2024-01-10,2024-01-10,Equity Share - PP,2,6:179,2023-10-16,2024-01-10,1810
