displayName,key,value
Earnings before taxes - most recent fiscal year,earningsBeforTaxesMostRecentFiscalYear,45340.00
Revenue - trailing 12 month,revenueTrailing12Month),604560.00
Net Income available to common - most recent fiscal year,netIncomeAvailableToCommonMostRecentFiscalYear,33370.00
EBITD - trailing 12 month,eBITDTrailing12Month,56940.00
Net Income available to common - trailing 12 months,netIncomeAvailableToCommonTrailing12Months,33370.00
"Earnings per Share, Normalized, Excluding Extraordinary Items, Avg. Diluted Shares Outstanding, TTM",earningsPerShareNormalizedExcludingExtraordinaryItemsAvgDilutedSharesOutstandingTTM,37.61
Revenue - most recent fiscal year,revenueMostRecentFiscalYear,604560.00
"Net Income Available to Common, Normalized - most recent fiscal year",netIncomeAvailabletoCommonNormalizedMostRecentFiscalYear,33370.00
Earnings before taxes - trailing 12 month,earningsBeforeTaxesTrailing12Month,45350.00
Earnings before taxes Normalized - most recent fiscal year,earningsBeforeTaxesNormalizedMostRecentFiscalYear,45340.00
EBITD - most recent fiscal year,eBITDMostRecentFiscalYear,56940.00
