Date,Volume,Delivery (%)
2024-06-06,1856207,51.0
2024-06-07,2221734,48.0
2024-06-10,1687923,64.0
2024-06-11,1106729,68.0
2024-06-12,2082830,70.0
2024-06-13,1791173,54.0
2024-06-14,2385740,65.0
2024-06-18,1628815,44.0
2024-06-19,1913149,47.0
2024-06-20,2405662,60.0
2024-06-21,2792780,51.0
2024-06-24,658727,51.0
2024-06-25,1336076,73.0
2024-06-26,1502911,70.0
2024-06-27,1473636,
2024-06-28,1053318,48.0
2024-07-01,1052954,63.0
2024-07-02,915644,63.0
2024-07-03,1042292,63.0
2024-07-04,808551,59.0
2024-07-05,2092162,53.0
2024-07-08,5518485,59.0
2024-07-09,2089761,60.0
2024-07-10,1556107,47.0
2024-07-11,1122683,53.0
2024-07-12,1639616,55.0
2024-07-15,1314586,65.0
2024-07-16,513681,55.0
2024-07-18,1109417,48.0
2024-07-19,1177515,55.0
2024-07-22,716983,52.0
2024-07-23,7388340,39.0
2024-07-24,4095037,52.0
2024-07-25,1517219,48.0
2024-07-26,2045996,46.0
2024-07-29,2316240,64.0
2024-07-30,1398295,49.0
2024-07-31,1381940,55.0
2024-08-01,904954,45.0
2024-08-02,1347581,35.0
2024-08-05,2101796,43.0
2024-08-06,1016212,45.0
2024-08-07,1336749,66.0
2024-08-08,1380900,54.0
2024-08-09,1088908,60.0
2024-08-12,930447,65.0
2024-08-13,1383905,41.0
2024-08-14,1064556,47.0
2024-08-16,1244423,54.0
2024-08-19,1153359,57.0
2024-08-20,536806,56.0
2024-08-21,2036223,47.0
2024-08-22,1567352,42.0
2024-08-23,1237884,37.0
2024-08-26,1189530,47.0
2024-08-27,1249076,41.0
2024-08-28,752908,40.0
2024-08-29,971470,42.0
2024-08-30,2229324,55.0
2024-09-02,771940,56.0
2024-09-03,1141084,52.0
2024-09-04,545174,40.0
2024-09-05,3642788,43.0
2024-09-06,1510052,50.0
2024-09-09,948559,47.0
2024-09-10,1141259,56.0
2024-09-11,887091,60.0
2024-09-12,1412479,44.0
2024-09-13,1085816,39.0
2024-09-16,431838,44.0
2024-09-17,415169,44.0
2024-09-18,465312,36.0
2024-09-19,980971,49.0
2024-09-20,2142003,42.0
2024-09-23,572112,47.0
2024-09-24,1299330,74.0
2024-09-25,1011526,59.0
2024-09-26,1962523,69.0
2024-09-27,2316496,61.0
2024-09-30,1109062,57.0
2024-10-01,805306,44.0
2024-10-03,1639521,58.0
2024-10-04,1701428,41.0
2024-10-07,2594036,41.0
2024-10-08,1391910,50.0
2024-10-09,1111981,50.0
2024-10-10,1551034,51.0
2024-10-11,940661,50.0
2024-10-14,639790,40.0
2024-10-15,591292,52.0
2024-10-16,605822,45.0
2024-10-17,574027,43.0
2024-10-18,1340452,34.0
2024-10-21,731902,42.0
2024-10-22,898944,42.0
2024-10-23,917727,54.0
2024-10-24,798263,52.0
2024-10-25,876880,44.0
2024-10-28,750971,54.0
2024-10-29,732858,53.0
2024-10-30,928617,59.0
2024-10-31,1293064,56.0
2024-11-01,200242,50.0
2024-11-04,1161701,47.0
2024-11-05,934024,33.0
2024-11-06,4719811,35.0
2024-11-07,1697109,57.0
2024-11-08,1822584,50.0
2024-11-11,1111705,50.0
2024-11-12,1078160,60.0
2024-11-13,937915,52.0
2024-11-14,1257993,54.0
2024-11-18,1003004,61.0
2024-11-19,1262371,54.0
2024-11-21,1603048,61.0
2024-11-22,2369096,62.0
2024-11-25,1950812,64.0
2024-11-26,768639,55.0
2024-11-27,753172,49.0
2024-11-28,1726066,52.0
2024-11-29,1229912,57.0
2024-12-02,964443,61.0
2024-12-03,1245548,70.0
2024-12-04,1674323,71.0
2024-12-05,2418357,54.0
2024-12-06,1344690,53.0
2024-12-09,965944,62.0
2024-12-10,1090310,56.0
2024-12-11,583323,57.0
2024-12-12,961254,49.0
2024-12-13,1307797,55.0
2024-12-16,1333847,66.0
2024-12-17,1017880,61.0
2024-12-18,653533,61.0
2024-12-19,739808,60.0
2024-12-20,1305068,50.0
2024-12-23,740740,51.0
2024-12-24,495111,35.0
2024-12-26,657590,58.0
2024-12-27,580218,64.0
2024-12-30,961756,69.0
2024-12-31,667582,66.0
2025-01-01,371205,53.0
2025-01-02,1199780,54.0
2025-01-03,1748201,52.0
2025-01-06,2189542,43.0
2025-01-07,2457469,48.0
2025-01-08,1441534,49.0
2025-01-09,852655,54.0
2025-01-10,605376,48.0
2025-01-13,1331806,55.0
2025-01-14,1183777,65.0
2025-01-15,1231860,63.0
2025-01-16,1263939,56.0
2025-01-17,582971,49.0
2025-01-20,742117,50.0
2025-01-21,1092705,28.0
2025-01-22,605990,52.0
2025-01-23,725568,40.0
2025-01-24,589563,41.0
2025-01-27,631495,57.0
2025-01-28,605100,40.0
2025-01-29,577251,59.0
2025-01-30,696546,52.0
2025-01-31,1280957,43.0
2025-02-01,2264129,34.0
2025-02-03,1612488,50.0
2025-02-04,1334949,45.0
2025-02-05,2239188,28.0
2025-02-06,1078775,43.0
2025-02-07,765691,52.0
2025-02-10,920589,61.0
2025-02-11,945944,50.0
2025-02-12,800479,47.0
2025-02-13,738353,47.0
2025-02-14,598102,49.0
2025-02-17,720911,60.0
2025-02-18,608893,60.0
2025-02-19,529112,44.0
2025-02-20,663382,58.0
2025-02-21,420156,50.0
2025-02-24,442410,52.0
2025-02-25,681678,45.0
2025-02-27,616488,56.0
2025-02-28,1349741,60.0
2025-03-03,525643,55.0
2025-03-04,1224210,67.0
2025-03-05,604215,62.0
2025-03-06,1412179,57.0
2025-03-07,1040003,71.0
2025-03-10,879702,65.0
2025-03-11,591051,43.0
2025-03-12,500345,59.0
2025-03-13,797921,58.0
2025-03-17,642772,65.0
2025-03-18,967472,61.0
2025-03-19,755189,67.0
2025-03-20,1581598,43.0
2025-03-21,1200577,61.0
2025-03-24,1553095,54.0
2025-03-25,1212747,55.0
2025-03-26,1047216,59.0
2025-03-27,1658016,64.0
2025-03-28,800578,53.0
2025-04-01,1144749,53.0
2025-04-02,1708040,50.0
2025-04-03,1167436,54.0
2025-04-04,919864,63.0
2025-04-07,1409491,52.0
2025-04-08,2958828,34.0
2025-04-09,1254655,54.0
2025-04-11,868640,58.0
2025-04-15,1150037,69.0
2025-04-16,897695,66.0
2025-04-17,1104209,44.0
2025-04-21,684780,48.0
2025-04-22,640641,53.0
2025-04-23,643122,53.0
2025-04-24,918008,61.0
2025-04-25,748536,56.0
2025-04-28,397556,51.0
2025-04-29,599638,56.0
2025-04-30,741936,59.0
2025-05-02,678870,55.0
2025-05-05,577438,49.0
2025-05-06,671994,35.0
2025-05-07,1068617,47.0
2025-05-08,1647498,45.0
2025-05-09,3020872,32.0
2025-05-12,1011074,50.0
2025-05-13,1036463,52.0
2025-05-14,618200,59.0
2025-05-15,1283317,45.0
2025-05-16,550620,
2025-05-19,400957,66.0
2025-05-20,826515,71.0
2025-05-21,421293,48.0
2025-05-22,717875,59.0
2025-05-23,432095,57.0
2025-05-26,534949,48.0
2025-05-27,1088629,46.0
2025-05-28,467773,48.0
2025-05-29,519978,57.0
2025-05-30,983040,68.0
2025-06-02,738670,57.0
2025-06-03,707623,49.0
2025-06-04,423351,57.0
2025-06-05,625829,50.0
2025-06-06,617183,
