displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,12494.00,,,2024,Interim
Total Revenue ,TotalRevenue,12494.00,,,2024,Interim
Costof Revenue Total ,CostofRevenueTotal,9708.00,,,2024,Interim
Gross Profit ,GrossProfit,2786.00,,,2024,Interim
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,741.00,,,2024,Interim
Depreciation/ Amortization ,Depreciation/Amortization,158.00,,,2024,Interim
Other Operating Expenses Total ,OtherOperatingExpensesTotal,854.00,,,2024,Interim
Total Operating Expense ,TotalOperatingExpense,11461.00,,,2024,Interim
Operating Income ,OperatingIncome,1033.00,,,2024,Interim
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-201,,,2024,Interim
Other Net ,OtherNet,159.00,,,2024,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,991.00,,,2024,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,220.00,,,2024,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,771.00,,,2024,Interim
Minority Interest ,MinorityInterest,0.00,,,2024,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,771.00,,,2024,Interim
Net Income ,NetIncome,771.00,,,2024,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,771.00,,,2024,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,771.00,,,2024,Interim
Diluted Net Income ,DilutedNetIncome,771.00,,,2024,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,88.69,,,2024,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,8.69,,,2024,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,11.00,,,2024,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,8.69,,,2024,Interim
period Length ,periodLength,3,,,2024,Interim
period Type ,periodType,Months,,,2024,Interim
