displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,13266.00,,,2025,Interim
Total Revenue ,TotalRevenue,13266.00,,,2025,Interim
Costof Revenue Total ,CostofRevenueTotal,10336.00,,,2025,Interim
Gross Profit ,GrossProfit,2930.00,,,2025,Interim
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,813.00,,,2025,Interim
Depreciation/ Amortization ,Depreciation/Amortization,164.00,,,2025,Interim
Other Operating Expenses Total ,OtherOperatingExpensesTotal,870.00,,,2025,Interim
Total Operating Expense ,TotalOperatingExpense,12183.00,,,2025,Interim
Operating Income ,OperatingIncome,1083.00,,,2025,Interim
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-230,,,2025,Interim
Other Net ,OtherNet,120.00,,,2025,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,973.00,,,2025,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,258.00,,,2025,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,715.00,,,2025,Interim
Minority Interest ,MinorityInterest,0.00,,,2025,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,715.00,,,2025,Interim
Net Income ,NetIncome,715.00,,,2025,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,715.00,,,2025,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,715.00,,,2025,Interim
Diluted Net Income ,DilutedNetIncome,715.00,,,2025,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,88.71,,,2025,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,8.06,,,2025,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,0.00,,,2025,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,8.06,,,2025,Interim
period Length ,periodLength,3,,,2025,Interim
period Type ,periodType,Months,,,2025,Interim
