CalendarMonth,CalendarYear,FiscalYear,ActualReportDate,Type,CurrencyCode,Reported,ReportedDate,SurprisePercent,SurpriseMean,SUE,NumEstimates,Mean,High,Low,Median,StandardDeviation,SmartEstimate
3,2024,2024,2024-05-03T07:03:00,Actual,INR,39.38,2024-05-03T07:03:00,-3.52,40.82,-1.04,22,,,,,,
3,2025,2025,2025-05-08T08:59:00,Actual,INR,37.61,2025-05-08T08:59:00,-5.49,39.79,-0.77,23,,,,,,
3,2026,2026,,Estimate,INR,,,,,,24,52.0,57.0,49.0,52.0,2.0,51.0
3,2027,2027,,Estimate,INR,,,,,,24,64.0,69.0,59.0,64.0,3.0,63.0
3,2028,2028,,Estimate,INR,,,,,,9,74.0,79.0,67.0,75.0,3.0,73.0
