displayName,key,value
Return on average equity - 5 year average,returnOnAverageEquity5YearAverage,28.03
Net Income/employee - trailing 12 month,netIncomePerEmployeeTrailing12Month,
Revenue/employee - most recent fiscal year,revenuePerEmployeeMostRecentFiscalYear,
Return on investment - most recent fiscal year,returnOnInvestmentMostRecentFiscalYear,22.33
Return on average assets - most recent fiscal year,returnOnAverageAssetsMostRecenFiscalYear,9.24
Receivables turnover - most recent fiscal year,receivablesTurnoverMostRecentFiscalYear,53.60
Return on investment - trailing 12 month,returnOnInvestmentTrailing12Month,22.34
Return on average assets - trailing 12 month,returnOnAverageAssetsTrailing12Month,9.24
Inventory turnover - most recent fiscal year,inventoryTurnoverMostRecentFiscalYear,2.00
Inventory turnover - trailing 12 month,inventoryTurnoverTrailing12Month),2.00
Revenue/employee - trailing 12 month,revenuePerEmployeeTrailing12Month,
Return on average assets - 5 year average,returnOnAverageAssets5YearAverage,10.77
Net Income/employee - most recent fiscal year,netIncomePerEmployeeMostRecentFiscalYear,
Return on average equity - trailing 12 month,returnOnAverageEquityTrailing12Month,31.76
Receivables turnover - trailing 12 month,receivablesTurnoverTrailing12Month,53.60
Asset turnover - most recent fiscal year,assetTurnoverMostRecentFiscalYear,1.67
Asset turnover - trailing 12 month,assetTurnoverTrailing12Month,1.67
Return on average equity - most recent fiscal year,returnOnAverageEquityMostRecentFiscalYear),31.76
Return on investment - 5 year average,returnOnInvestment5YearAverage,22.32
