displayName,key,value
"P/E excluding extraordinary items, most recent fiscal year",pPerEExcludingExtraordinaryItemsMostRecentFiscalYear,93.17
"Current Dividend Yield - Common Stock Primary Issue, LTM",currentDividendYieldCommonStockPrimaryIssueLTM,0.31
Price to Book - most recent fiscal year,priceToBookMostRecentFiscalYear,26.76
Price to Free Cash Flow per Share - trailing 12 months,priceToFreeCashFlowPerShareTrailing12Months,
P/E Basic excluding extraordinary items - TTM,pPerEBasicExcludingExtraordinaryItemsTTM,81.43
P/E including extraordinary items - TTM,pPerEIncludingExtraordinaryItemsTTM,93.17
"P/E excluding extraordinary items low, trailing 12 months",pPerEExcludingExtraordinaryItemsLowTrailing12Months,58.67
Price to Tangible Book - most fiscal year,priceToTangibleBookMostFiscalYear,27.80
Dividend Yield - 5 Year Average,dividendYield5YearAverage,0.32
Price to sales - most recent fiscal year,priceToSalesMostRecentFiscalYear,5.14
"Net Debt, LFI",netDebtLFI,175960.00
Price to Tangible Book - most recent quarter,priceToTangibleBookMostRecentQuarter,27.80
Price to Book - most recent quarter,priceToBookMostRecentQuarter,26.76
Dividend Yield - indicated annual dividend divided by closing price,dividendYieldIndicatedAnnualDividendDividedByClosingprice,0.31
Price to Cash Flow per share - trailing 12 month,priceToCashFlowPerShareTrailing12Month,77.13
Peg Ratio,pegRatio,6.05
is ForCasted,isForCasted,true
Price to Free Cash Flow per Share - most recent fiscal year,priceToFreeCashFlowPerShareMostRecentFiscalYear,
"P/E Normalized, most recent fiscal year",pPerENormalizedMostRecentFiscalYear,93.17
"P/E excluding extraordinary items high, trailing 12 months",pPerExcludingExtraordinaryItemsHighTrailing12Months,184.12
"P/E excluding extraordinary items, most recent fiscal year quarter",pPerEExcludingExtraordinaryItemsMostRecentFiscalYearQuarter,93.17
Price to sales - trailing 12 month,priceToSalesTrailing12Month,5.14
"Net Debt, LFY",netDebtLFY,175960.00
