displayName,key,value
Operating margin - trailing 12 month,operatingMarginTrailing12Month,8.27
Gross Margin - 5 year average,grossMargin5YearAverage,23.14
Operating margin - 1st historical fiscal year,operatingMargin1stHistoricalFiscalYear),8.27
Operating Margin - 5 year average,operatingMargin5YearAverage,9.11
Net Profit Margin % - 1st historical fiscal year,netProfitMarginPercent1stHistoricalFiscalYear,5.52
Gross Margin - 1st historical fiscal year,grossMargin1stHistoricalFiscalYear,21.50
Net Profit Margin % - trailing 12 month,netProfitMarginPercentTrailing12Month,5.52
Net Profit Margin - 5 year average,netProfitMargin5YearAverage,6.56
Pretax Margin - 5 year average,pretaxMargin5YearAverage,8.80
"Free Operating Cash Flow/Revenue, TTM",freeOperatingCashFlowPerRevenueTTM,-3.33
Pretax margin - 1st historical fiscal year,pretaxMargin1stHistoricalFiscalYear,7.50
Pretax margin - trailing 12 month,pretaxMarginTrailing12Month,7.50
"Free Operating Cash Flow/Revenue, 5 Year Average",freeOperatingCashFlowPerRevenue5YearAverage,0.35
Gross Margin - trailing 12 month,grossMarginTrailing12Month,21.50
