displayName,key,value
Net Interest coverage - most recent fiscal year,netInterestCoverageMostRecentFiscalYear,
"Current EV/Free Cash Flow, LTM",currentEVPerFreeCashFlowLTM,
Free Cash Flow - trailing 12 month,freeCashFlowtrailing12Month,15656.00
Total debt/total equity - most recent quarter,totalDebtPerTotalEquityMostRecentQuarter,0.00
Free Cash Flow - most recent fiscal year,freeCashFlowMostRecentFiscalYear,15656.00
LT debt/equity - most recent fiscal year,ltDebtPerEquityMostRecentFiscalYear),0.00
Quick ratio - most recent fiscal year,quickRatioMostRecentFiscalYear,0.74
Quick ratio - most recent quarter,quickRatioMostRecentQuarter,0.74
Payout ratio - trailing 12 month,payoutRatioTrailing12Month,29.27
Current ratio - most recent fiscal year,currentRatioMostRecentFiscalYear,0.97
"Current EV/Free Cash Flow, LFY",currentEVPerFreeCashFlowLFY,66.65
LT debt/equity - most recent quarter,lTDebtPerEquityMostRecentQuarter,0.00
Total debt/total equity - most recent fiscal year,totalDebtPerTotalEquityMostRecentFiscalYear,0.00
Net Interest coverage - trailing 12 month,netInterestCoverageTrailing12Month,
Current ratio - most recent quarter,currentRatioMostRecentQuarter,0.97
Payout ratio - most recent fiscal year,payoutRatioMostRecentFiscalYear,29.27
