tickerId,companyName,remarks,boardMeetDate,purpose
S0003046,Maruti Suzuki India,,2025-04-25,Audited Results & Final Dividend
S0003046,Maruti Suzuki India,,2025-01-29,Quarterly Results
S0003046,Maruti Suzuki India,,2024-10-29,Quarterly Results
S0003046,Maruti Suzuki India,,2024-07-31,Quarterly Results
S0003046,Maruti Suzuki India,,2024-04-26,Audited Results & Final Dividend
S0003046,Maruti Suzuki India,,2024-01-31,Quarterly Results
S0003046,Maruti Suzuki India,"Inter alia, to consider and approve allotment of 1,23,22,514 equity shares of the Company to SMC on a preferential basis.",2023-11-24,Others
S0003046,Maruti Suzuki India,,2023-10-27,Quarterly Results
S0003046,Maruti Suzuki India,,2023-10-17,Preferential issue of shares
S0003046,Maruti Suzuki India,,2023-07-31,Quarterly Results
S0003046,Maruti Suzuki India,,2023-04-26,Audited Results & Final Dividend
S0003046,Maruti Suzuki India,,2023-01-24,Quarterly Results
S0003046,Maruti Suzuki India,,2022-10-28,Quarterly Results
S0003046,Maruti Suzuki India,,2022-07-27,Quarterly Results
S0003046,Maruti Suzuki India,,2022-04-29,Audited Results & Dividend
S0003046,Maruti Suzuki India,,2022-01-25,Quarterly Results
S0003046,Maruti Suzuki India,,2021-10-27,Quarterly Results
S0003046,Maruti Suzuki India,,2021-07-28,Quarterly Results
S0003046,Maruti Suzuki India,,2021-04-27,Audited Results
S0003046,Maruti Suzuki India,,2021-01-28,Quarterly Results
