companyDescription,mgIndustry,isInId,exchangeCodeBse,exchangeCodeNse
"Maruti Suzuki India Limited is engaged in the manufacturing, purchasing and sale of motor vehicles, components, and spare parts. The Company is focused on the business of manufacturing and sale of passenger and commercial vehicles. The Company’s vehicles are offered through three channels: NEXA, Arena, and Commercial. It also sells aftermarket parts and accessories under the brand name of Maruti Suzuki Genuine Parts, and Maruti Suzuki Genuine Accessories. The other activities of the Company comprise facilitation of pre-owned car sales, fleet management. and car financing. Its portfolio of Nexa products includes XL6, Ciaz, The New Age Baleno, Ignis, Grand Vitara, FRONX, Jimny, and Invicto. Its portfolio of Arena products includes Alto K10, Brezza, Celerio, WagonR, Swift, Dzire, S-Presso, Eeco, Dezire, and Ertiga. Its portfolio of Commercial products includes Super Carry and Eeco Cargo. Its service offerings include Maruti Suzuki Smart Finance, Maruti Suzuki Leasing, and more.",Auto & Truck Manufacturers,INE585B01010,532500,MARUTI
