displayName,key,value
Return on average equity - 5 year average,returnOnAverageEquity5YearAverage,13.06
Net Income/employee - trailing 12 month,netIncomePerEmployeeTrailing12Month,
Revenue/employee - most recent fiscal year,revenuePerEmployeeMostRecentFiscalYear,
Return on investment - most recent fiscal year,returnOnInvestmentMostRecentFiscalYear,15.20
Return on average assets - most recent fiscal year,returnOnAverageAssetsMostRecenFiscalYear,11.73
Receivables turnover - most recent fiscal year,receivablesTurnoverMostRecentFiscalYear,27.25
Return on investment - trailing 12 month,returnOnInvestmentTrailing12Month,15.20
Return on average assets - trailing 12 month,returnOnAverageAssetsTrailing12Month,11.73
Inventory turnover - most recent fiscal year,inventoryTurnoverMostRecentFiscalYear,17.58
Inventory turnover - trailing 12 month,inventoryTurnoverTrailing12Month),17.58
Revenue/employee - trailing 12 month,revenuePerEmployeeTrailing12Month,
Return on average assets - 5 year average,returnOnAverageAssets5YearAverage,9.69
Net Income/employee - most recent fiscal year,netIncomePerEmployeeMostRecentFiscalYear,
Return on average equity - trailing 12 month,returnOnAverageEquityTrailing12Month,15.95
Receivables turnover - trailing 12 month,receivablesTurnoverTrailing12Month,27.46
Asset turnover - most recent fiscal year,assetTurnoverMostRecentFiscalYear,1.24
Asset turnover - trailing 12 month,assetTurnoverTrailing12Month,1.24
Return on average equity - most recent fiscal year,returnOnAverageEquityMostRecentFiscalYear),15.95
Return on investment - 5 year average,returnOnInvestment5YearAverage,12.48
