displayName,key,value
Earnings before taxes - most recent fiscal year,earningsBeforTaxesMostRecentFiscalYear,196200.00
Revenue - trailing 12 month,revenueTrailing12Month),1529130.00
Net Income available to common - most recent fiscal year,netIncomeAvailableToCommonMostRecentFiscalYear,145002.00
EBITD - trailing 12 month,eBITDTrailing12Month,200984.00
Net Income available to common - trailing 12 months,netIncomeAvailableToCommonTrailing12Months,145002.00
"Earnings per Share, Normalized, Excluding Extraordinary Items, Avg. Diluted Shares Outstanding, TTM",earningsPerShareNormalizedExcludingExtraordinaryItemsAvgDilutedSharesOutstandingTTM,461.20
Revenue - most recent fiscal year,revenueMostRecentFiscalYear,1529130.00
"Net Income Available to Common, Normalized - most recent fiscal year",netIncomeAvailabletoCommonNormalizedMostRecentFiscalYear,145002.00
Earnings before taxes - trailing 12 month,earningsBeforeTaxesTrailing12Month,196200.00
Earnings before taxes Normalized - most recent fiscal year,earningsBeforeTaxesNormalizedMostRecentFiscalYear,196200.00
EBITD - most recent fiscal year,eBITDMostRecentFiscalYear,201563.00
