Date,50 DMA
2024-06-06,12422.17
2024-06-07,12437.42
2024-06-10,12448.4
2024-06-11,12464.69
2024-06-12,12479.77
2024-06-13,12494.17
2024-06-14,12507.93
2024-06-18,12510.01
2024-06-19,12499.51
2024-06-20,12485.78
2024-06-21,12474.63
2024-06-24,12463.21
2024-06-25,12449.62
2024-06-26,12439.76
2024-06-27,12429.52
2024-06-28,12414.01
2024-07-01,12402.03
2024-07-02,12387.94
2024-07-03,12377.57
2024-07-04,12366.28
2024-07-05,12356.0
2024-07-08,12342.96
2024-07-09,12361.97
2024-07-10,12378.08
2024-07-11,12391.3
2024-07-12,12398.02
2024-07-15,12407.66
2024-07-16,12416.75
2024-07-18,12425.67
2024-07-19,12429.54
2024-07-22,12437.84
2024-07-23,12445.34
2024-07-24,12446.98
2024-07-25,12449.42
2024-07-26,12457.82
2024-07-29,12469.34
2024-07-30,12485.2
2024-07-31,12509.93
2024-08-01,12543.23
2024-08-02,12550.41
2024-08-05,12536.7
2024-08-06,12520.79
2024-08-07,12514.94
2024-08-08,12503.33
2024-08-09,12492.38
2024-08-12,12483.79
2024-08-13,12471.73
2024-08-14,12461.29
2024-08-16,12451.57
2024-08-19,12439.74
2024-08-20,12430.92
2024-08-21,12422.69
2024-08-22,12416.95
2024-08-23,12412.45
2024-08-26,12405.84
2024-08-27,12409.41
2024-08-28,12407.37
2024-08-29,12409.19
2024-08-30,12408.95
2024-09-02,12409.67
2024-09-03,12409.18
2024-09-04,12406.32
2024-09-05,12402.1
2024-09-06,12393.63
2024-09-09,12383.91
2024-09-10,12379.18
2024-09-11,12373.83
2024-09-12,12374.89
2024-09-13,12372.58
2024-09-16,12369.3
2024-09-17,12364.46
2024-09-18,12358.17
2024-09-19,12357.91
2024-09-20,12367.97
2024-09-23,12380.33
2024-09-24,12394.38
2024-09-25,12409.71
2024-09-26,12447.91
2024-09-27,12488.99
2024-09-30,12518.37
2024-10-01,12543.76
2024-10-03,12547.82
2024-10-04,12550.1
2024-10-07,12549.21
2024-10-08,12548.53
2024-10-09,12556.85
2024-10-10,12572.04
2024-10-11,12580.06
2024-10-14,12578.41
2024-10-15,12573.25
2024-10-16,12565.82
2024-10-17,12549.27
2024-10-18,12531.85
2024-10-21,12517.89
2024-10-22,12494.57
2024-10-23,12473.46
2024-10-24,12445.63
2024-10-25,12408.66
2024-10-28,12372.37
2024-10-29,12320.35
2024-10-30,12278.63
2024-10-31,12231.48
2024-11-01,12187.51
2024-11-04,12142.99
2024-11-05,12104.84
2024-11-06,12075.41
2024-11-07,12045.0
2024-11-08,12015.91
2024-11-11,11991.74
2024-11-12,11958.46
2024-11-13,11922.82
2024-11-14,11886.87
2024-11-18,11855.77
2024-11-19,11820.62
2024-11-21,11783.0
2024-11-22,11754.79
2024-11-25,11726.18
2024-11-26,11695.5
2024-11-27,11670.51
2024-11-28,11642.25
2024-11-29,11619.98
2024-12-02,11605.05
2024-12-03,11592.27
2024-12-04,11574.14
2024-12-05,11558.77
2024-12-06,11549.33
2024-12-09,11538.76
2024-12-10,11525.4
2024-12-11,11515.69
2024-12-12,11502.03
2024-12-13,11493.03
2024-12-16,11484.56
2024-12-17,11469.81
2024-12-18,11451.49
2024-12-19,11432.03
2024-12-20,11411.21
2024-12-23,11388.1
2024-12-24,11362.55
2024-12-26,11344.26
2024-12-27,11328.44
2024-12-30,11307.68
2024-12-31,11290.06
2025-01-01,11286.85
2025-01-02,11308.6
2025-01-03,11333.13
2025-01-06,11349.7
2025-01-07,11364.27
