displayName,key,value
Operating margin - trailing 12 month,operatingMarginTrailing12Month,9.48
Gross Margin - 5 year average,grossMargin5YearAverage,24.58
Operating margin - 1st historical fiscal year,operatingMargin1stHistoricalFiscalYear),9.51
Operating Margin - 5 year average,operatingMargin5YearAverage,7.28
Net Profit Margin % - 1st historical fiscal year,netProfitMarginPercent1stHistoricalFiscalYear,9.48
Gross Margin - 1st historical fiscal year,grossMargin1stHistoricalFiscalYear,29.70
Net Profit Margin % - trailing 12 month,netProfitMarginPercentTrailing12Month,9.48
Net Profit Margin - 5 year average,netProfitMargin5YearAverage,7.78
Pretax Margin - 5 year average,pretaxMargin5YearAverage,10.05
"Free Operating Cash Flow/Revenue, TTM",freeOperatingCashFlowPerRevenueTTM,1.02
Pretax margin - 1st historical fiscal year,pretaxMargin1stHistoricalFiscalYear,12.83
Pretax margin - trailing 12 month,pretaxMarginTrailing12Month,12.83
"Free Operating Cash Flow/Revenue, 5 Year Average",freeOperatingCashFlowPerRevenue5YearAverage,1.59
Gross Margin - trailing 12 month,grossMarginTrailing12Month,29.70
