displayName,key,value
Operating margin - trailing 12 month,operatingMarginTrailing12Month,20.75
Gross Margin - 5 year average,grossMargin5YearAverage,66.81
Operating margin - 1st historical fiscal year,operatingMargin1stHistoricalFiscalYear),21.43
Operating Margin - 5 year average,operatingMargin5YearAverage,19.00
Net Profit Margin % - 1st historical fiscal year,netProfitMarginPercent1stHistoricalFiscalYear,17.54
Gross Margin - 1st historical fiscal year,grossMargin1stHistoricalFiscalYear,69.43
Net Profit Margin % - trailing 12 month,netProfitMarginPercentTrailing12Month,17.54
Net Profit Margin - 5 year average,netProfitMargin5YearAverage,15.81
Pretax Margin - 5 year average,pretaxMargin5YearAverage,21.34
"Free Operating Cash Flow/Revenue, TTM",freeOperatingCashFlowPerRevenueTTM,1.64
Pretax margin - 1st historical fiscal year,pretaxMargin1stHistoricalFiscalYear,23.53
Pretax margin - trailing 12 month,pretaxMarginTrailing12Month,23.53
"Free Operating Cash Flow/Revenue, 5 Year Average",freeOperatingCashFlowPerRevenue5YearAverage,6.01
Gross Margin - trailing 12 month,grossMarginTrailing12Month,69.43
