tickerId,companyName,priceToBookValueRatio,priceToEarningsValueRatio,marketCap,price,percentChange,netChange,returnOnAverageEquity5YearAverage,returnOnAverageEquityTrailing12Month,ltDebtPerEquityMostRecentFiscalYear,netProfitMargin5YearAverage,netProfitMarginPercentTrailing12Month,dividendYieldIndicatedAnnualDividend,totalSharesOutstanding,languageSupport,imageUrl,overallRating,ylow,yhigh
S0003049,Cipla,3.81,22.56,121202.01,1500.6,0.74,10.95,15.18,18.21,0.81,14.74,19.21,0.88,80.77,Cipla,https://logo.clearbit.com/cipla.com/,Moderately Bullish,1310.05,1702.0
S0003222,Torrent Pharmaceuticals,13.99,55.06,106613.92,3151.3,0.23,7.35,22.03,26.46,17.63,14.14,16.59,1.02,33.83,Torrent Pharmaceuticals,https://logo.clearbit.com/torrentpharma.com/,Bearish,2576.4,3589.95
S0003058,Dr Reddys Laboratories,3.1,18.43,110184.67,1320.5,2.37,30.6,17.62,18.28,2.34,15.81,17.54,0.64,83.44,Dr Reddys Laboratories,https://logo.clearbit.com/drreddys.com/,Bullish,1025.9,1420.2
S0003150,Zydus Lifesciences,3.91,19.97,96557.86,960.45,0.51,4.85,17.48,20.67,0.13,16.73,19.86,1.18,100.53,Zydus Lifesciences,https://logo.clearbit.com/zyduslife.com/,Moderately Bullish,797.05,1323.9
S0003065,Lupin,5.16,27.12,91222.81,1994.0,-0.07,-1.3,7.86,20.84,11.8,5.95,14.56,0.41,45.75,Lupin,https://logo.clearbit.com/lupin.com/,Moderately Bearish,1493.75,2403.45
