tickerId,companyName,remarks,recordDate,xsDate,oldFaceValue,newFaceValue,sortDate
S0003058,Dr Reddys Laboratories,Stock Split from Rs. 5/- to Re. 1/-,2024-10-28,2024-10-28,5,1,2024-10-28
