displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash Equivalents ,CashEquivalents,1465.40,,,2025,Annual
Short Term Investments ,ShortTermInvestments,4639.70,,,2025,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,6105.10,,,2025,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,9042.00,,,2025,Annual
Total Receivables Net ,TotalReceivablesNet,9042.00,,,2025,Annual
Total Inventory ,TotalInventory,7108.50,,,2025,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,2762.50,,,2025,Annual
Total Current Assets ,TotalCurrentAssets,25018.10,,,2025,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,9697.80,,,2025,Annual
Goodwill Net ,GoodwillNet,1313.90,,,2025,Annual
Intangibles Net ,IntangiblesNet,9680.30,,,2025,Annual
Long Term Investments ,LongTermInvestments,1607.90,,,2025,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,182.10,,,2025,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,1926.50,,,2025,Annual
Total Assets ,TotalAssets,49426.60,,,2025,Annual
Accounts Payable ,AccountsPayable,2647.80,,,2025,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,3890.20,,,2025,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,6495.80,,,2025,Annual
Total Current Liabilities ,TotalCurrentLiabilities,13033.80,,,2025,Annual
Long Term Debt ,LongTermDebt,380.00,,,2025,Annual
Capital Lease Obligations ,CapitalLeaseObligations,406.40,,,2025,Annual
Total Long Term Debt ,TotalLongTermDebt,786.40,,,2025,Annual
Total Debt ,TotalDebt,4676.60,,,2025,Annual
Deferred Income Tax ,DeferredIncomeTax,1403.80,,,2025,Annual
Minority Interest ,MinorityInterest,377.80,,,2025,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,275.20,,,2025,Annual
Total Liabilities ,TotalLiabilities,15877.00,,,2025,Annual
Common Stock Total ,CommonStockTotal,83.40,,,2025,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),33466.20,,,2025,Annual
Total Equity ,TotalEquity,33549.60,,,2025,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,49426.60,,,2025,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,83.20,,,2025,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,271.10,,,2025,Annual
period Length ,periodLength,0.00,,,2025,Annual
