displayName,key,value
Earnings before taxes - most recent fiscal year,earningsBeforTaxesMostRecentFiscalYear,76795.00
Revenue - trailing 12 month,revenueTrailing12Month),326439.00
Net Income available to common - most recent fiscal year,netIncomeAvailableToCommonMostRecentFiscalYear,57252.00
EBITD - trailing 12 month,eBITDTrailing12Month,86466.00
Net Income available to common - trailing 12 months,netIncomeAvailableToCommonTrailing12Months,56485.00
"Earnings per Share, Normalized, Excluding Extraordinary Items, Avg. Diluted Shares Outstanding, TTM",earningsPerShareNormalizedExcludingExtraordinaryItemsAvgDilutedSharesOutstandingTTM,69.32
Revenue - most recent fiscal year,revenueMostRecentFiscalYear,326439.00
"Net Income Available to Common, Normalized - most recent fiscal year",netIncomeAvailabletoCommonNormalizedMostRecentFiscalYear,57377.99
Earnings before taxes - trailing 12 month,earningsBeforeTaxesTrailing12Month,76795.00
Earnings before taxes Normalized - most recent fiscal year,earningsBeforeTaxesNormalizedMostRecentFiscalYear,76964.00
EBITD - most recent fiscal year,eBITDMostRecentFiscalYear,87164.00
