Age,CurrencyCode,Mean,High,Low,Median,StandardDeviation,SmartEstimate,NumEstimates
OneWeekAgo,INR,69,83,44,70,7,70,31
ThirtyDaysAgo,INR,71,89,59,70,6,73,29
SixtyDaysAgo,INR,71,89,59,70,6,73,31
NinetyDaysAgo,INR,70,89,50,70,7,72,32
OneWeekAgo,INR,57,82,45,56,8,56,31
ThirtyDaysAgo,INR,57,82,35,55,9,55,28
SixtyDaysAgo,INR,57,82,35,55,9,55,29
NinetyDaysAgo,INR,57,82,35,55,9,56,30
OneWeekAgo,INR,64,81,53,64,7,63,11
ThirtyDaysAgo,INR,73,73,73,73,0,73,1
