displayName,key,value
Net Interest coverage - most recent fiscal year,netInterestCoverageMostRecentFiscalYear,
"Current EV/Free Cash Flow, LTM",currentEVPerFreeCashFlowLTM,68.14
Free Cash Flow - trailing 12 month,freeCashFlowtrailing12Month,131700.00
Total debt/total equity - most recent quarter,totalDebtPerTotalEquityMostRecentQuarter,0.09
Free Cash Flow - most recent fiscal year,freeCashFlowMostRecentFiscalYear,131700.00
LT debt/equity - most recent fiscal year,ltDebtPerEquityMostRecentFiscalYear),0.06
Quick ratio - most recent fiscal year,quickRatioMostRecentFiscalYear,2.26
Quick ratio - most recent quarter,quickRatioMostRecentQuarter,2.26
Payout ratio - trailing 12 month,payoutRatioTrailing12Month,66.85
Current ratio - most recent fiscal year,currentRatioMostRecentFiscalYear,2.27
"Current EV/Free Cash Flow, LFY",currentEVPerFreeCashFlowLFY,67.98
LT debt/equity - most recent quarter,lTDebtPerEquityMostRecentQuarter,0.06
Total debt/total equity - most recent fiscal year,totalDebtPerTotalEquityMostRecentFiscalYear,0.09
Net Interest coverage - trailing 12 month,netInterestCoverageTrailing12Month,
Current ratio - most recent quarter,currentRatioMostRecentQuarter,2.27
Payout ratio - most recent fiscal year,payoutRatioMostRecentFiscalYear,66.85
