tickerId,companyName,remarks,dateOfAnnouncement,recordDate,agmDate,purpose
S0003032,Infosys,,2025-04-17,,2025-06-25,AGM
S0003032,Infosys,,2024-10-25,,2024-11-28,POM
S0003032,Infosys,,2024-04-18,2024-05-31,2024-06-26,AGM
S0003032,Infosys,,2024-01-19,,2024-02-22,POM
S0003032,Infosys,,2023-04-13,2023-06-02,2023-06-28,AGM
S0003032,Infosys,,2023-02-28,,2023-04-02,POM
S0003032,Infosys,,2022-04-13,2022-06-01,2022-06-25,AGM
S0003032,Infosys,,2021-04-15,2021-06-01,2021-06-19,AGM
