displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,1700.56,,,2023,Annual
Cash Equivalents ,CashEquivalents,939.44,,,2023,Annual
Short Term Investments ,ShortTermInvestments,31861.25,,,2023,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,34501.25,,,2023,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,19791.67,,,2023,Annual
Total Receivables Net ,TotalReceivablesNet,28516.67,,,2023,Annual
Total Inventory ,TotalInventory,44240.91,,,2023,Annual
Prepaid Expenses ,PrepaidExpenses,569.46,,,2023,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,6961.73,,,2023,Annual
Total Current Assets ,TotalCurrentAssets,114790.02,,,2023,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,174383.41,,,2023,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-67562.49,,,2023,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,333798.03,,,2023,Annual
Goodwill Net ,GoodwillNet,12033.41,,,2023,Annual
Intangibles Net ,IntangiblesNet,21764.86,,,2023,Annual
Long Term Investments ,LongTermInvestments,77966.03,,,2023,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,27737.96,,,2023,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,29918.02,,,2023,Annual
Total Assets ,TotalAssets,618008.34,,,2023,Annual
Accounts Payable ,AccountsPayable,33642.60,,,2023,Annual
Accrued Expenses ,AccruedExpenses,3693.72,,,2023,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,6795.85,,,2023,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,28695.90,,,2023,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,60078.76,,,2023,Annual
Total Current Liabilities ,TotalCurrentLiabilities,132906.83,,,2023,Annual
Long Term Debt ,LongTermDebt,98359.55,,,2023,Annual
Capital Lease Obligations ,CapitalLeaseObligations,8403.53,,,2023,Annual
Total Long Term Debt ,TotalLongTermDebt,106763.07,,,2023,Annual
Total Debt ,TotalDebt,142254.82,,,2023,Annual
Deferred Income Tax ,DeferredIncomeTax,32851.06,,,2023,Annual
Minority Interest ,MinorityInterest,20607.74,,,2023,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,42104.65,,,2023,Annual
Total Liabilities ,TotalLiabilities,335233.35,,,2023,Annual
Common Stock Total ,CommonStockTotal,6290.14,,,2023,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),244502.08,,,2023,Annual
Other Equity Total ,OtherEquityTotal,31982.77,,,2023,Annual
Total Equity ,TotalEquity,282774.99,,,2023,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,618008.34,,,2023,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,1258.03,,,2023,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,197.91,,,2023,Annual
period Length ,periodLength,0.00,,,2023,Annual
