rank,since,firstName,mI,lastName,age,title
1,12/07/2022,Arun,Kumar,Singh,61,"{'startYear': '2023', 'startMonth': '1', 'startDay': '24', 'iD1': 'CHM', 'abbr1': 'Chmn.', 'iD2': 'CEO', 'abbr2': 'CEO', 'Value': 'Chairman of the Board, Chief Executive Officer'}"
2,04/23/2021,Vivek,Chandrakan,Tongaonkar,58,"{'startYear': '2024', 'startMonth': '7', 'startDay': '2', 'iD1': 'CFO', 'abbr1': 'CFO', 'iD2': 'FID', 'abbr2': 'Fin. Dir.', 'Value': 'Chief Financial Officer, Director (Finance)'}"
3,06/29/2021,Rajni,,Kant,,"{'startYear': '2021', 'startMonth': '6', 'startDay': '29', 'iD1': 'CCO', 'abbr1': 'Chief Comp.', 'iD2': 'SEC', 'abbr2': 'Secy.', 'Value': 'Chief Compliance Officer, Company Secretary'}"
4,05/05/2023,Manish,,Patil,56,"{'startYear': '2024', 'startMonth': '7', 'startDay': '1', 'iD1': 'EDR', 'abbr1': 'Exec. Dir.', 'iD2': 'DHR', 'abbr2': 'Dir.-HR', 'Value': 'Executive Director, Director (Human Resources)'}"
5,09/04/2021,Pankaj,,Kumar,58,"{'startYear': '2023', 'startMonth': '5', 'startDay': '4', 'iD1': 'EDR', 'abbr1': 'Exec. Dir.', 'iD2': '', 'abbr2': '', 'Value': 'Director (Production), Executive Director'}"
6,01/01/2023,Sushma,,Rawat,59,"{'startYear': '2023', 'startMonth': '1', 'startDay': '1', 'iD1': 'EDR', 'abbr1': 'Exec. Dir.', 'iD2': '', 'abbr2': '', 'Value': 'Director (Exploration), Executive Director'}"
7,09/15/2024,Arunangshu,,Sarkar,,"{'startYear': '2025', 'startMonth': '1', 'startDay': '1', 'iD1': 'EDR', 'abbr1': 'Exec. Dir.', 'iD2': '', 'abbr2': '', 'Value': 'Executive Director, Director (Strategy, Corporate Affairs, Technology and Field Services )'}"
