displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash Equivalents ,CashEquivalents,27177.76,,,2025,Annual
Short Term Investments ,ShortTermInvestments,18697.93,,,2025,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,45875.69,,,2025,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,21227.80,,,2025,Annual
Total Receivables Net ,TotalReceivablesNet,21687.62,,,2025,Annual
Total Inventory ,TotalInventory,58956.33,,,2025,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,8276.89,,,2025,Annual
Total Current Assets ,TotalCurrentAssets,134796.53,,,2025,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,412691.68,,,2025,Annual
Goodwill Net ,GoodwillNet,12762.49,,,2025,Annual
Intangibles Net ,IntangiblesNet,27072.41,,,2025,Annual
Long Term Investments ,LongTermInvestments,104462.01,,,2025,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,24640.28,,,2025,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,42297.71,,,2025,Annual
Total Assets ,TotalAssets,758723.11,,,2025,Annual
Accounts Payable ,AccountsPayable,38975.53,,,2025,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,64958.39,,,2025,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,62908.09,,,2025,Annual
Total Current Liabilities ,TotalCurrentLiabilities,166842.01,,,2025,Annual
Long Term Debt ,LongTermDebt,98474.13,,,2025,Annual
Capital Lease Obligations ,CapitalLeaseObligations,24384.79,,,2025,Annual
Total Long Term Debt ,TotalLongTermDebt,122858.92,,,2025,Annual
Total Debt ,TotalDebt,187817.31,,,2025,Annual
Deferred Income Tax ,DeferredIncomeTax,38761.83,,,2025,Annual
Minority Interest ,MinorityInterest,30794.64,,,2025,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,56025.23,,,2025,Annual
Total Liabilities ,TotalLiabilities,415282.63,,,2025,Annual
Common Stock Total ,CommonStockTotal,6290.14,,,2025,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),337150.34,,,2025,Annual
Total Equity ,TotalEquity,343440.48,,,2025,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,758723.11,,,2025,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,1258.03,,,2025,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,241.33,,,2025,Annual
period Length ,periodLength,0.00,,,2025,Annual
