displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,360463.51,,,2021,Annual
Total Revenue ,TotalRevenue,360463.51,,,2021,Annual
Costof Revenue Total ,CostofRevenueTotal,257845.03,,,2021,Annual
Gross Profit ,GrossProfit,102618.48,,,2021,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,41412.69,,,2021,Annual
Research Development ,ResearchDevelopment,7689.67,,,2021,Annual
Depreciation/ Amortization ,Depreciation/Amortization,24899.73,,,2021,Annual
Unusual Expense( Income) ,UnusualExpense(Income),-1.33,,,2021,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,3560.55,,,2021,Annual
Total Operating Expense ,TotalOperatingExpense,335406.35,,,2021,Annual
Operating Income ,OperatingIncome,25057.16,,,2021,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,1435.52,,,2021,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,-58.23,,,2021,Annual
Other Net ,OtherNet,3691.99,,,2021,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,30126.45,,,2021,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,8766.20,,,2021,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,21360.25,,,2021,Annual
Minority Interest ,MinorityInterest,-5055.85,,,2021,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,16304.40,,,2021,Annual
Net Income ,NetIncome,16304.40,,,2021,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,16304.40,,,2021,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,16304.40,,,2021,Annual
Diluted Net Income ,DilutedNetIncome,16304.40,,,2021,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,1258.03,,,2021,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,12.96,,,2021,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,3.60,,,2021,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,12.99,,,2021,Annual
period Length ,periodLength,12,,,2021,Annual
period Type ,periodType,Months,,,2021,Annual
