displayName,key,value
Return on average equity - 5 year average,returnOnAverageEquity5YearAverage,13.35
Net Income/employee - trailing 12 month,netIncomePerEmployeeTrailing12Month,
Revenue/employee - most recent fiscal year,revenuePerEmployeeMostRecentFiscalYear,
Return on investment - most recent fiscal year,returnOnInvestmentMostRecentFiscalYear,6.89
Return on average assets - most recent fiscal year,returnOnAverageAssetsMostRecenFiscalYear,5.11
Receivables turnover - most recent fiscal year,receivablesTurnoverMostRecentFiscalYear,32.41
Return on investment - trailing 12 month,returnOnInvestmentTrailing12Month,6.96
Return on average assets - trailing 12 month,returnOnAverageAssetsTrailing12Month,5.16
Inventory turnover - most recent fiscal year,inventoryTurnoverMostRecentFiscalYear,7.57
Inventory turnover - trailing 12 month,inventoryTurnoverTrailing12Month),7.55
Revenue/employee - trailing 12 month,revenuePerEmployeeTrailing12Month,
Return on average assets - 5 year average,returnOnAverageAssets5YearAverage,6.35
Net Income/employee - most recent fiscal year,netIncomePerEmployeeMostRecentFiscalYear,
Return on average equity - trailing 12 month,returnOnAverageEquityTrailing12Month,10.59
Receivables turnover - trailing 12 month,receivablesTurnoverTrailing12Month,32.34
Asset turnover - most recent fiscal year,assetTurnoverMostRecentFiscalYear,0.88
Asset turnover - trailing 12 month,assetTurnoverTrailing12Month,0.88
Return on average equity - most recent fiscal year,returnOnAverageEquityMostRecentFiscalYear),10.62
Return on investment - 5 year average,returnOnInvestment5YearAverage,8.57
