Date,Sales,Expenses,Operating Profit,OPM %,Other Income,Interest,Depreciation,Profit before tax,Tax %,Net Profit,EPS in Rs
2022-03-01,155949.0,131900.0,24049.0,15.0,607.0,1491.0,7380.0,15784.0,24.0,12061.0,8.39
2022-06-01,182894.0,164041.0,18853.0,10.0,1619.0,1640.0,6611.0,12221.0,30.0,8581.0,9.49
2022-09-01,168656.0,155311.0,13346.0,8.0,2315.0,1993.0,4443.0,9224.0,26.0,6830.0,6.6
2022-12-01,169213.0,147346.0,21867.0,13.0,2807.0,2188.0,6784.0,15702.0,26.0,11665.0,9.13
2023-03-01,164067.0,143527.0,20539.0,13.0,-4786.0,2068.0,6744.0,6941.0,7.0,6478.0,3.57
2023-06-01,163824.0,133029.0,30795.0,19.0,3069.0,2364.0,7078.0,24422.0,27.0,17893.0,11.64
2023-09-01,147614.0,119534.0,28080.0,19.0,3673.0,3243.0,7079.0,21431.0,25.0,16171.0,10.89
2023-12-01,167357.0,146996.0,20360.0,12.0,4299.0,3203.0,7494.0,13962.0,25.0,10511.0,8.51
2024-03-01,172137.0,148913.0,23224.0,13.0,3375.0,3608.0,8420.0,14570.0,24.0,11096.0,7.97
2024-06-01,168025.0,146398.0,21627.0,13.0,3615.0,3616.0,8456.0,13170.0,26.0,9810.0,7.96
2024-09-01,158329.0,137834.0,20495.0,13.0,4163.0,3749.0,8209.0,12700.0,22.0,9878.0,8.17
2024-12-01,166097.0,141819.0,24278.0,15.0,2411.0,3670.0,9497.0,13522.0,28.0,9784.0,6.85
2025-03-01,170812.0,148727.0,22085.0,13.0,3465.0,3500.0,9043.0,13006.0,32.0,8856.0,5.82
