displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash Equivalents ,CashEquivalents,4819.66,,,2019,Annual
Short Term Investments ,ShortTermInvestments,22012.53,,,2019,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,26832.19,,,2019,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,15396.45,,,2019,Annual
Total Receivables Net ,TotalReceivablesNet,17250.36,,,2019,Annual
Total Inventory ,TotalInventory,35134.07,,,2019,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,7979.10,,,2019,Annual
Total Current Assets ,TotalCurrentAssets,87195.71,,,2019,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,12233.09,,,2019,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,245465.32,,,2019,Annual
Goodwill Net ,GoodwillNet,14088.35,,,2019,Annual
Intangibles Net ,IntangiblesNet,39885.59,,,2019,Annual
Long Term Investments ,LongTermInvestments,71795.24,,,2019,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,15430.82,,,2019,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,25632.74,,,2019,Annual
Total Assets ,TotalAssets,499493.76,,,2019,Annual
Accounts Payable ,AccountsPayable,30557.47,,,2019,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,49332.30,,,2019,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,101.73,,,2019,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,55007.71,,,2019,Annual
Total Current Liabilities ,TotalCurrentLiabilities,134999.21,,,2019,Annual
Long Term Debt ,LongTermDebt,52167.96,,,2019,Annual
Capital Lease Obligations ,CapitalLeaseObligations,605.31,,,2019,Annual
Total Long Term Debt ,TotalLongTermDebt,52773.27,,,2019,Annual
Total Debt ,TotalDebt,102207.31,,,2019,Annual
Deferred Income Tax ,DeferredIncomeTax,46722.05,,,2019,Annual
Minority Interest ,MinorityInterest,18273.45,,,2019,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,31220.78,,,2019,Annual
Total Liabilities ,TotalLiabilities,283988.77,,,2019,Annual
Common Stock Total ,CommonStockTotal,6290.15,,,2019,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),209214.83,,,2019,Annual
Total Equity ,TotalEquity,215504.99,,,2019,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,499493.76,,,2019,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,1258.03,,,2019,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,128.40,,,2019,Annual
period Length ,periodLength,0.00,,,2019,Annual
