Date,Volume,Delivery (%)
2024-06-06,32716927,38.0
2024-06-07,23723708,46.0
2024-06-10,15160468,49.0
2024-06-11,49685976,30.0
2024-06-12,21911069,47.0
2024-06-13,16602942,46.0
2024-06-14,11440478,53.0
2024-06-18,17739562,61.0
2024-06-19,13876116,55.0
2024-06-20,13288078,40.0
2024-06-21,18073934,57.0
2024-06-24,7803121,44.0
2024-06-25,14850523,62.0
2024-06-26,11150779,60.0
2024-06-27,23348237,
2024-06-28,21135322,54.0
2024-07-01,12216879,55.0
2024-07-02,26006137,39.0
2024-07-03,9472574,53.0
2024-07-04,14264888,50.0
2024-07-05,43173824,46.0
2024-07-08,56360254,31.0
2024-07-09,20080888,43.0
2024-07-10,20463125,42.0
2024-07-11,37359105,40.0
2024-07-12,33388533,45.0
2024-07-15,53424673,32.0
2024-07-16,39749489,43.0
2024-07-18,50969754,41.0
2024-07-19,28084529,37.0
2024-07-22,24000164,52.0
2024-07-23,39278688,42.0
2024-07-24,29073025,39.0
2024-07-25,43593892,29.0
2024-07-26,27034587,52.0
2024-07-29,28172302,46.0
2024-07-30,21390206,41.0
2024-07-31,22724298,38.0
2024-08-01,38589023,35.0
2024-08-02,24558373,36.0
2024-08-05,41201731,34.0
2024-08-06,29654260,31.0
2024-08-07,70082220,24.0
2024-08-08,24277602,40.0
2024-08-09,32480752,33.0
2024-08-12,37847039,33.0
2024-08-13,30586318,37.0
2024-08-14,18581699,37.0
2024-08-16,17882045,45.0
2024-08-19,21209794,39.0
2024-08-20,15981711,39.0
2024-08-21,13250725,51.0
2024-08-22,14393132,49.0
2024-08-23,14274190,49.0
2024-08-26,22599818,25.0
2024-08-27,20950240,42.0
2024-08-28,13240193,38.0
2024-08-29,14171628,45.0
2024-08-30,20055985,57.0
2024-09-02,9175065,42.0
2024-09-03,10746939,54.0
2024-09-04,26270125,46.0
2024-09-05,15869635,58.0
2024-09-06,28916523,53.0
2024-09-09,32234610,43.0
2024-09-10,16483896,46.0
2024-09-11,46969392,52.0
2024-09-12,22732473,38.0
2024-09-13,14098906,41.0
2024-09-16,11659420,45.0
2024-09-17,12548803,51.0
2024-09-18,14071930,33.0
2024-09-19,17652029,42.0
2024-09-20,17184801,55.0
2024-09-23,15788715,39.0
2024-09-24,17760809,43.0
2024-09-25,11277538,48.0
2024-09-26,28383535,54.0
2024-09-27,36285622,49.0
2024-09-30,17017317,43.0
2024-10-01,11660393,48.0
2024-10-03,29616575,37.0
2024-10-04,24889364,32.0
2024-10-07,21743837,48.0
2024-10-08,11073869,45.0
2024-10-09,13718397,40.0
2024-10-10,7498015,38.0
2024-10-11,7472119,42.0
2024-10-14,13138119,66.0
2024-10-15,15572040,52.0
2024-10-16,18652846,54.0
2024-10-17,13562662,56.0
2024-10-18,14526604,51.0
2024-10-21,10688525,41.0
2024-10-22,10606130,50.0
2024-10-23,19244095,51.0
2024-10-24,7742629,52.0
2024-10-25,13297013,51.0
2024-10-28,14202876,42.0
2024-10-29,9461246,47.0
2024-10-30,11699032,55.0
2024-10-31,16822550,52.0
2024-11-01,3229151,40.0
2024-11-04,15350322,43.0
2024-11-05,11995941,53.0
2024-11-06,19852311,64.0
2024-11-07,7045316,43.0
2024-11-08,8403472,52.0
2024-11-11,8819816,41.0
2024-11-12,23439611,41.0
2024-11-13,18503455,49.0
2024-11-14,13121884,53.0
2024-11-18,15342983,54.0
2024-11-19,18318611,42.0
2024-11-21,16581014,49.0
2024-11-22,10161221,46.0
2024-11-25,32787225,49.0
2024-11-26,9730631,41.0
2024-11-27,12330960,50.0
2024-11-28,14843253,52.0
2024-11-29,11810505,49.0
2024-12-02,14427794,41.0
2024-12-03,16225866,34.0
2024-12-04,11051966,51.0
2024-12-05,13477527,40.0
2024-12-06,9018191,59.0
2024-12-09,7201904,56.0
2024-12-10,11649338,57.0
2024-12-11,5714012,45.0
2024-12-12,7321927,39.0
2024-12-13,11438315,54.0
2024-12-16,7692501,55.0
2024-12-17,10596971,53.0
2024-12-18,8624399,53.0
2024-12-19,10045844,51.0
2024-12-20,16198382,56.0
2024-12-23,8111841,43.0
2024-12-24,3920469,37.0
2024-12-26,6592530,47.0
2024-12-27,6718180,49.0
2024-12-30,19637968,70.0
2024-12-31,12518886,35.0
2025-01-01,9655765,62.0
2025-01-02,20409357,36.0
2025-01-03,51357106,19.0
2025-01-06,19617452,47.0
2025-01-07,53929881,41.0
2025-01-08,44479416,38.0
2025-01-09,15049959,31.0
2025-01-10,13382352,26.0
2025-01-13,21513131,26.0
2025-01-14,8648021,33.0
2025-01-15,9581071,26.0
2025-01-16,14386787,43.0
2025-01-17,12782206,48.0
2025-01-20,9886666,45.0
2025-01-21,9182611,38.0
2025-01-22,8062054,52.0
2025-01-23,5084160,43.0
2025-01-24,6582878,40.0
2025-01-27,7107687,41.0
2025-01-28,8185732,44.0
2025-01-29,5941358,40.0
2025-01-30,12836244,38.0
2025-01-31,9027400,49.0
2025-02-01,11259221,34.0
2025-02-03,26108698,64.0
2025-02-04,8772427,44.0
2025-02-05,12174110,39.0
2025-02-06,12555151,50.0
2025-02-07,10572302,39.0
2025-02-10,7983897,48.0
2025-02-11,7151855,44.0
2025-02-12,6443870,37.0
2025-02-13,10425779,51.0
2025-02-14,8557379,44.0
2025-02-17,6871730,42.0
2025-02-18,6525105,47.0
2025-02-19,6303772,43.0
2025-02-20,9177290,63.0
2025-02-21,5829957,50.0
2025-02-24,7137882,64.0
2025-02-25,5797775,41.0
2025-02-27,9876531,57.0
2025-02-28,17768337,64.0
2025-03-03,12579552,46.0
2025-03-04,12748518,43.0
2025-03-05,7825898,43.0
2025-03-06,11011316,30.0
2025-03-07,9304874,45.0
2025-03-10,16833983,54.0
2025-03-11,11552886,42.0
2025-03-12,7237164,39.0
2025-03-13,16736685,27.0
2025-03-17,9172004,55.0
2025-03-18,10097431,48.0
2025-03-19,8808250,52.0
2025-03-20,19423857,66.0
2025-03-21,30337186,54.0
2025-03-24,11302512,55.0
2025-03-25,9262191,48.0
2025-03-26,7822653,47.0
2025-03-27,10118936,57.0
2025-03-28,34408578,36.0
2025-04-01,12257644,34.0
2025-04-02,15835368,68.0
2025-04-03,11461931,46.0
2025-04-04,40257261,49.0
2025-04-07,27763729,38.0
2025-04-08,11895040,31.0
2025-04-09,17386666,52.0
2025-04-11,14699157,44.0
2025-04-15,12422877,51.0
2025-04-16,19898993,55.0
2025-04-17,13184091,45.0
2025-04-21,12323165,51.0
2025-04-22,10513055,49.0
2025-04-23,17414132,44.0
2025-04-24,6711367,39.0
2025-04-25,16042666,52.0
2025-04-28,8364127,48.0
2025-04-29,8242291,45.0
2025-04-30,10279867,50.0
2025-05-02,12579108,31.0
2025-05-05,20572607,50.0
2025-05-06,11786112,42.0
2025-05-07,17128283,57.0
2025-05-08,15463834,56.0
2025-05-09,11377430,42.0
2025-05-12,11695888,50.0
2025-05-13,9637502,46.0
2025-05-14,8408101,40.0
2025-05-15,17384645,48.0
2025-05-16,8337995,
2025-05-19,8251810,49.0
2025-05-20,14460939,35.0
2025-05-21,7408119,34.0
2025-05-22,20240367,47.0
2025-05-23,8912029,36.0
2025-05-26,7316008,44.0
2025-05-27,9860337,50.0
2025-05-28,7678899,52.0
2025-05-29,13336167,63.0
2025-05-30,10595217,60.0
2025-06-02,6653269,44.0
2025-06-03,9766815,52.0
2025-06-04,6877815,44.0
2025-06-05,9278209,51.0
2025-06-06,6116880,
