displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash Equivalents ,CashEquivalents,41831.85,,,2024,Annual
Short Term Investments ,ShortTermInvestments,17793.30,,,2024,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,59625.15,,,2024,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,19704.13,,,2024,Annual
Total Receivables Net ,TotalReceivablesNet,20124.20,,,2024,Annual
Total Inventory ,TotalInventory,53792.78,,,2024,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,6678.62,,,2024,Annual
Total Current Assets ,TotalCurrentAssets,140220.75,,,2024,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,398052.32,,,2024,Annual
Goodwill Net ,GoodwillNet,12136.44,,,2024,Annual
Intangibles Net ,IntangiblesNet,25715.61,,,2024,Annual
Long Term Investments ,LongTermInvestments,106008.30,,,2024,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,20851.32,,,2024,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,39013.20,,,2024,Annual
Total Assets ,TotalAssets,741997.94,,,2024,Annual
Accounts Payable ,AccountsPayable,38147.27,,,2024,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,68648.40,,,2024,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,62551.81,,,2024,Annual
Total Current Liabilities ,TotalCurrentLiabilities,169347.48,,,2024,Annual
Long Term Debt ,LongTermDebt,96970.64,,,2024,Annual
Capital Lease Obligations ,CapitalLeaseObligations,25576.20,,,2024,Annual
Total Long Term Debt ,TotalLongTermDebt,122546.84,,,2024,Annual
Total Debt ,TotalDebt,191195.24,,,2024,Annual
Deferred Income Tax ,DeferredIncomeTax,38228.52,,,2024,Annual
Minority Interest ,MinorityInterest,20555.38,,,2024,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,52250.84,,,2024,Annual
Total Liabilities ,TotalLiabilities,402929.06,,,2024,Annual
Common Stock Total ,CommonStockTotal,6290.14,,,2024,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),332778.74,,,2024,Annual
Total Equity ,TotalEquity,339068.88,,,2024,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,741997.94,,,2024,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,1258.03,,,2024,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,239.44,,,2024,Annual
period Length ,periodLength,0.00,,,2024,Annual
