displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,531792.54,,,2022,Annual
Total Revenue ,TotalRevenue,531792.54,,,2022,Annual
Costof Revenue Total ,CostofRevenueTotal,389700.37,,,2022,Annual
Gross Profit ,GrossProfit,142092.18,,,2022,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,50909.54,,,2022,Annual
Research Development ,ResearchDevelopment,6406.45,,,2022,Annual
Depreciation/ Amortization ,Depreciation/Amortization,26018.99,,,2022,Annual
Unusual Expense( Income) ,UnusualExpense(Income),3164.25,,,2022,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,4450.22,,,2022,Annual
Total Operating Expense ,TotalOperatingExpense,480649.81,,,2022,Annual
Operating Income ,OperatingIncome,51142.73,,,2022,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-2485.57,,,2022,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,131.74,,,2022,Annual
Other Net ,OtherNet,5302.20,,,2022,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,54091.10,,,2022,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,4797.05,,,2022,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,49294.06,,,2022,Annual
Minority Interest ,MinorityInterest,-3771.95,,,2022,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,45522.11,,,2022,Annual
Net Income ,NetIncome,45522.11,,,2022,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,45522.11,,,2022,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,45522.11,,,2022,Annual
Diluted Net Income ,DilutedNetIncome,45522.11,,,2022,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,1258.03,,,2022,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,36.19,,,2022,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,10.50,,,2022,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,38.38,,,2022,Annual
period Length ,periodLength,12,,,2022,Annual
period Type ,periodType,Months,,,2022,Annual
