measureCode,measureName,periods
EPS,EPS,"[{'RelativePeriod': {'Type': 'Annual', 'Number': -1}, 'FiscalPeriod': {'Type': 'FY', 'Year': 2024}, 'CalendarYear': 2024, 'CalendarMonth': 3, 'ActualReportDate': '2024-04-25T09:12:00', 'Actuals': {'Actual': [{'CurrencyCode': 'INR', 'Reported': 235.98, 'ReportedDate': '2024-04-25T09:12:00', 'SurprisePercent': 1.92, 'SurpriseMean': 231.53, 'StandardizedUnexpectedEarnings': 0.49, 'NumberOfEstimates': 28}]}, 'Estimates': None, 'EstimateSnapshots': None}, {'RelativePeriod': {'Type': 'Annual', 'Number': 0}, 'FiscalPeriod': {'Type': 'FY', 'Year': 2025}, 'CalendarYear': 2025, 'CalendarMonth': 3, 'ActualReportDate': '2025-04-29T08:22:00', 'Actuals': {'Actual': [{'CurrencyCode': 'INR', 'Reported': 268.2, 'ReportedDate': '2025-04-29T08:22:00', 'SurprisePercent': -0.27, 'SurpriseMean': 268.92, 'StandardizedUnexpectedEarnings': -0.21, 'NumberOfEstimates': 28}]}, 'Estimates': None, 'EstimateSnapshots': None}, {'RelativePeriod': {'Type': 'Annual', 'Number': 1}, 'FiscalPeriod': {'Type': 'FY', 'Year': 2026}, 'CalendarYear': 2026, 'CalendarMonth': 3, 'ActualReportDate': None, 'Actuals': None, 'Estimates': {'Estimate': [{'CurrencyCode': 'INR', 'UnverifiedMean': None, 'PreliminaryMean': '334.03', 'Mean': 333, 'High': 357, 'Low': 278, 'NumberOfEstimates': 29, 'Median': 335, 'StandardDeviation': 14, 'RevisionStatisticsList': {'revisionStatistics': None}, 'RevisionCluster': {'unit': None, 'beginDate': None, 'numberOfRevisions': None, 'averageRevision': None, 'meanChange': None, 'priceChangePercent': None}, 'PredictedSurprise': {'unit': None, 'isSignificant': None, 'value': None}, 'SmartEstimate': 332}]}, 'EstimateSnapshots': {'EstimateSnapshot': [{'CurrencyCode': 'INR', 'Mean': 334, 'High': 357, 'Low': 278, 'NumberOfEstimates': 29, 'Median': 336, 'StandardDeviation': 14, 'Age': 'OneWeekAgo', 'PredictedSurprise': {'unit': None, 'isSignificant': None, 'value': None}, 'SmartEstimate': 332}, {'CurrencyCode': 'INR', 'Mean': 338, 'High': 357, 'Low': 293, 'NumberOfEstimates': 28, 'Median': 338, 'StandardDeviation': 12, 'Age': 'ThirtyDaysAgo', 'PredictedSurprise': {'unit': None, 'isSignificant': None, 'value': None}, 'SmartEstimate': 337}, {'CurrencyCode': 'INR', 'Mean': 338, 'High': 357, 'Low': 286, 'NumberOfEstimates': 28, 'Median': 340, 'StandardDeviation': 13, 'Age': 'SixtyDaysAgo', 'PredictedSurprise': {'unit': None, 'isSignificant': None, 'value': None}, 'SmartEstimate': 338}, {'CurrencyCode': 'INR', 'Mean': 338, 'High': 357, 'Low': 286, 'NumberOfEstimates': 27, 'Median': 342, 'StandardDeviation': 14, 'Age': 'NinetyDaysAgo', 'PredictedSurprise': {'unit': None, 'isSignificant': None, 'value': None}, 'SmartEstimate': 338}]}}, {'RelativePeriod': {'Type': 'Annual', 'Number': 2}, 'FiscalPeriod': {'Type': 'FY', 'Year': 2027}, 'CalendarYear': 2027, 'CalendarMonth': 3, 'ActualReportDate': None, 'Actuals': None, 'Estimates': {'Estimate': [{'CurrencyCode': 'INR', 'UnverifiedMean': None, 'PreliminaryMean': '418.40', 'Mean': 417, 'High': 464, 'Low': 349, 'NumberOfEstimates': 29, 'Median': 418, 'StandardDeviation': 22, 'RevisionStatisticsList': {'revisionStatistics': None}, 'RevisionCluster': {'unit': None, 'beginDate': None, 'numberOfRevisions': None, 'averageRevision': None, 'meanChange': None, 'priceChangePercent': None}, 'PredictedSurprise': {'unit': None, 'isSignificant': None, 'value': None}, 'SmartEstimate': 416}]}, 'EstimateSnapshots': {'EstimateSnapshot': [{'CurrencyCode': 'INR', 'Mean': 418, 'High': 464, 'Low': 349, 'NumberOfEstimates': 29, 'Median': 418, 'StandardDeviation': 22, 'Age': 'OneWeekAgo', 'PredictedSurprise': {'unit': None, 'isSignificant': None, 'value': None}, 'SmartEstimate': 416}, {'CurrencyCode': 'INR', 'Mean': 425, 'High': 475, 'Low': 362, 'NumberOfEstimates': 27, 'Median': 426, 'StandardDeviation': 22, 'Age': 'ThirtyDaysAgo', 'PredictedSurprise': {'unit': None, 'isSignificant': None, 'value': None}, 'SmartEstimate': 423}, {'CurrencyCode': 'INR', 'Mean': 425, 'High': 475, 'Low': 348, 'NumberOfEstimates': 27, 'Median': 428, 'StandardDeviation': 24, 'Age': 'SixtyDaysAgo', 'PredictedSurprise': {'unit': None, 'isSignificant': None, 'value': None}, 'SmartEstimate': 424}, {'CurrencyCode': 'INR', 'Mean': 424, 'High': 475, 'Low': 348, 'NumberOfEstimates': 26, 'Median': 427, 'StandardDeviation': 25, 'Age': 'NinetyDaysAgo', 'PredictedSurprise': {'unit': None, 'isSignificant': None, 'value': None}, 'SmartEstimate': 424}]}}, {'RelativePeriod': {'Type': 'Annual', 'Number': 3}, 'FiscalPeriod': {'Type': 'FY', 'Year': 2028}, 'CalendarYear': 2028, 'CalendarMonth': 3, 'ActualReportDate': None, 'Actuals': None, 'Estimates': {'Estimate': [{'CurrencyCode': 'INR', 'UnverifiedMean': None, 'PreliminaryMean': None, 'Mean': 505, 'High': 554, 'Low': 420, 'NumberOfEstimates': 11, 'Median': 507, 'StandardDeviation': 34, 'RevisionStatisticsList': {'revisionStatistics': None}, 'RevisionCluster': {'unit': None, 'beginDate': None, 'numberOfRevisions': None, 'averageRevision': None, 'meanChange': None, 'priceChangePercent': None}, 'PredictedSurprise': {'unit': None, 'isSignificant': None, 'value': None}, 'SmartEstimate': 514}]}, 'EstimateSnapshots': {'EstimateSnapshot': [{'CurrencyCode': 'INR', 'Mean': 505, 'High': 554, 'Low': 420, 'NumberOfEstimates': 11, 'Median': 507, 'StandardDeviation': 34, 'Age': 'OneWeekAgo', 'PredictedSurprise': {'unit': None, 'isSignificant': None, 'value': None}, 'SmartEstimate': 514}]}}]"
