tickerId,companyName,remarks,boardMeetDate,purpose
S0003020,Hdfc Bank,,2025-04-19,Audited Results & Dividend
S0003020,Hdfc Bank,,2025-01-22,Quarterly Results
S0003020,Hdfc Bank,,2024-10-19,Quarterly Results
S0003020,Hdfc Bank,,2024-07-20,Quarterly Results
S0003020,Hdfc Bank,"Inter alia, may consider annual renewal of issuance of Long-Term Bonds (Financing of Infrastructure & Affordable Housing), Perpetual Debt Instruments (part of Additional Tier I & Tier II capital bonds",2024-04-20,"Audited Results, Final Dividend & Others"
S0003020,Hdfc Bank,,2024-01-16,Quarterly Results
S0003020,Hdfc Bank,,2023-10-15,Quarterly Results
S0003020,Hdfc Bank,,2023-07-17,Quarterly Results
S0003020,Hdfc Bank,"Inter alia, proposes to raise funds by issuing Perpetual Debt Instruments (part of Additional Tier I capital), Tier II Capital Bonds and Long-Term Bonds up to total amount of Rs. 50,000 crores.",2023-04-15,"Audited Results, Final Dividend & Others"
S0003020,Hdfc Bank,,2023-01-14,Quarterly Results
S0003020,Hdfc Bank,,2022-10-15,Quarterly Results
S0003020,Hdfc Bank,,2022-07-16,Quarterly Results
S0003020,Hdfc Bank,,2022-04-23,Final Dividend
S0003020,Hdfc Bank,,2022-04-16,Audited Results
S0003020,Hdfc Bank,,2022-01-15,Quarterly Results
S0003020,Hdfc Bank,,2021-10-16,Audited Results
S0003020,Hdfc Bank,,2021-07-17,Quarterly Results
S0003020,Hdfc Bank,,2021-06-18,Dividend
S0003020,Hdfc Bank,,2021-04-17,Audited & Quarterly Results
S0003020,Hdfc Bank,,2021-01-16,Quarterly Results
