displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Interest Income Bank ,InterestIncomeBank,122189.29,,,2020,Annual
Total Interest Expense ,TotalInterestExpense,62137.42,,,2020,Annual
Net Interest Income ,NetInterestIncome,60051.87,,,2020,Annual
Loan Loss Provision ,LoanLossProvision,10635.01,,,2020,Annual
Net Interest Inc After Loan Loss Prov ,NetInterestIncAfterLoanLossProv,49416.86,,,2020,Annual
Non- Interest Income Bank ,Non-InterestIncomeBank,24878.97,,,2020,Annual
Non- Interest Expense Bank ,Non-InterestExpenseBank,-36100.98,,,2020,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,38194.86,,,2020,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,10898.59,,,2020,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,27296.27,,,2020,Annual
Minority Interest ,MinorityInterest,-42.31,,,2020,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,27253.95,,,2020,Annual
Net Income ,NetIncome,27253.95,,,2020,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,27253.95,,,2020,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,27253.95,,,2020,Annual
Diluted Net Income ,DilutedNetIncome,27253.95,,,2020,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,550.98,,,2020,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,49.46,,,2020,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,0.00,,,2020,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,49.44,,,2020,Annual
period Length ,periodLength,12,,,2020,Annual
period Type ,periodType,Months,,,2020,Annual
