displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Interest Income Bank ,InterestIncomeBank,336367.43,,,2025,Annual
Total Interest Expense ,TotalInterestExpense,183894.20,,,2025,Annual
Net Interest Income ,NetInterestIncome,152473.23,,,2025,Annual
Loan Loss Provision ,LoanLossProvision,14174.61,,,2025,Annual
Net Interest Inc After Loan Loss Prov ,NetInterestIncAfterLoanLossProv,138298.62,,,2025,Annual
Non- Interest Income Bank ,Non-InterestIncomeBank,134548.50,,,2025,Annual
Non- Interest Expense Bank ,Non-InterestExpenseBank,-176605.07,,,2025,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,96242.05,,,2025,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,22801.88,,,2025,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,73440.17,,,2025,Annual
Minority Interest ,MinorityInterest,-2647.92,,,2025,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,70792.25,,,2025,Annual
Net Income ,NetIncome,70792.25,,,2025,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,70792.25,,,2025,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,70792.25,,,2025,Annual
Diluted Net Income ,DilutedNetIncome,70792.25,,,2025,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,766.23,,,2025,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,92.39,,,2025,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,22.00,,,2025,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,92.39,,,2025,Annual
period Length ,periodLength,12,,,2025,Annual
period Type ,periodType,Months,,,2025,Annual
