title,link,date
"Intimation Of Record Date For Payment Of Dividend, If Declared. 16h",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9554d6d9-73c0-4e6a-8d11-e77d82ba6a3e.pdf,16h
Intimation Of Date Of 62Nd Annual General Meeting Of The Company 17h,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=23ff0a3f-0db1-418c-b0b9-d9862f1606ff.pdf,17h
Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS 8 May - About allotment of Equity Shares by Allotment Committee of the Company.,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2c8c0d1b-70c6-4830-87b8-9881c676c361.pdf,8 May - About allotment of Equity Shares by Allotment Committee of the Company.
Communication To Shareholders - Intimation Of Tax Deduction On Dividend 6 May - Tata Consumer informs shareholders on TDS rules and documentation for FY25 final dividend of Rs.8.25/share.,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3b2bf924-42ec-4b1d-9607-372c093a9518.pdf,6 May - Tata Consumer informs shareholders on TDS rules and documentation for FY25 final dividend of Rs.8.25/share.
"Announcement under Regulation 30 (LODR)-Earnings Call Transcript 28 Apr - Transcript of Earnings Call pertaining to Financial Results for the quarter and year ended March 31, 2025",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=93f31a87-572d-4ab2-8714-95197da843aa.pdf,"28 Apr - Transcript of Earnings Call pertaining to Financial Results for the quarter and year ended March 31, 2025"
