Sales,Expenses,Operating Profit,OPM %,Other Income,Interest,Depreciation,Profit before tax,Tax %,Net Profit,EPS in Rs
"{'Mar 2022': 3175.0, 'Jun 2022': 3327.0, 'Sep 2022': 3363.0, 'Dec 2022': 3475.0, 'Mar 2023': 3619.0, 'Jun 2023': 3741.0, 'Sep 2023': 3734.0, 'Dec 2023': 3804.0, 'Mar 2024': 3927.0, 'Jun 2024': 4352.0, 'Sep 2024': 4214.0, 'Dec 2024': 4444.0, 'Mar 2025': 4608.0}","{'Mar 2022': 2731.0, 'Jun 2022': 2870.0, 'Sep 2022': 2929.0, 'Dec 2022': 3021.0, 'Mar 2023': 3107.0, 'Jun 2023': 3196.0, 'Sep 2023': 3197.0, 'Dec 2023': 3232.0, 'Mar 2024': 3297.0, 'Jun 2024': 3685.0, 'Sep 2024': 3588.0, 'Dec 2024': 3879.0, 'Mar 2025': 3987.0}","{'Mar 2022': 444.0, 'Jun 2022': 457.0, 'Sep 2022': 434.0, 'Dec 2022': 454.0, 'Mar 2023': 512.0, 'Jun 2023': 545.0, 'Sep 2023': 537.0, 'Dec 2023': 572.0, 'Mar 2024': 630.0, 'Jun 2024': 667.0, 'Sep 2024': 626.0, 'Dec 2024': 565.0, 'Mar 2025': 621.0}","{'Mar 2022': 14.0, 'Jun 2022': 14.0, 'Sep 2022': 13.0, 'Dec 2022': 13.0, 'Mar 2023': 14.0, 'Jun 2023': 15.0, 'Sep 2023': 14.0, 'Dec 2023': 15.0, 'Mar 2024': 16.0, 'Jun 2024': 15.0, 'Sep 2024': 15.0, 'Dec 2024': 13.0, 'Mar 2025': 13.0}","{'Mar 2022': 29.0, 'Jun 2022': 11.0, 'Sep 2022': 141.0, 'Dec 2022': 128.0, 'Mar 2023': 49.0, 'Jun 2023': 53.0, 'Sep 2023': 75.0, 'Dec 2023': -32.0, 'Mar 2024': -177.0, 'Jun 2024': 22.0, 'Sep 2024': 19.0, 'Dec 2024': 45.0, 'Mar 2025': 102.0}","{'Mar 2022': 16.0, 'Jun 2022': 16.0, 'Sep 2022': 20.0, 'Dec 2022': 24.0, 'Mar 2023': 28.0, 'Jun 2023': 26.0, 'Sep 2023': 28.0, 'Dec 2023': 33.0, 'Mar 2024': 43.0, 'Jun 2024': 94.0, 'Sep 2024': 99.0, 'Dec 2024': 58.0, 'Mar 2025': 40.0}","{'Mar 2022': 72.0, 'Jun 2022': 73.0, 'Sep 2022': 73.0, 'Dec 2022': 75.0, 'Mar 2023': 83.0, 'Jun 2023': 82.0, 'Sep 2023': 94.0, 'Dec 2023': 86.0, 'Mar 2024': 116.0, 'Jun 2024': 148.0, 'Sep 2024': 149.0, 'Dec 2024': 150.0, 'Mar 2025': 153.0}","{'Mar 2022': 385.0, 'Jun 2022': 379.0, 'Sep 2022': 482.0, 'Dec 2022': 482.0, 'Mar 2023': 450.0, 'Jun 2023': 489.0, 'Sep 2023': 491.0, 'Dec 2023': 422.0, 'Mar 2024': 294.0, 'Jun 2024': 448.0, 'Sep 2024': 397.0, 'Dec 2024': 402.0, 'Mar 2025': 530.0}","{'Mar 2022': 25.0, 'Jun 2022': 27.0, 'Sep 2022': 26.0, 'Dec 2022': 23.0, 'Mar 2023': 23.0, 'Jun 2023': 27.0, 'Sep 2023': 27.0, 'Dec 2023': 25.0, 'Mar 2024': 9.0, 'Jun 2024': 30.0, 'Sep 2024': 10.0, 'Dec 2024': 25.0, 'Mar 2025': 23.0}","{'Mar 2022': 239.0, 'Jun 2022': 277.0, 'Sep 2022': 389.0, 'Dec 2022': 364.0, 'Mar 2023': 290.0, 'Jun 2023': 338.0, 'Sep 2023': 364.0, 'Dec 2023': 302.0, 'Mar 2024': 212.0, 'Jun 2024': 289.0, 'Sep 2024': 367.0, 'Dec 2024': 282.0, 'Mar 2025': 349.0}","{'Mar 2022': 2.27, 'Jun 2022': 2.67, 'Sep 2022': 3.43, 'Dec 2022': 3.65, 'Mar 2023': 2.78, 'Jun 2023': 3.28, 'Sep 2023': 3.51, 'Dec 2023': 2.89, 'Mar 2024': 2.19, 'Jun 2024': 2.93, 'Sep 2024': 3.68, 'Dec 2024': 2.82, 'Mar 2025': 3.49}"
