Revenue,Interest,Expenses,Financing Profit,Financing Margin %,Other Income,Depreciation,Profit before tax,Tax %,Net Profit,EPS in Rs,Gross NPA %,Net NPA %
"{'Dec 2021': 7737.0, 'Mar 2022': 7860.0, 'Jun 2022': 8182.0, 'Sep 2022': 8708.0, 'Dec 2022': 9457.0, 'Mar 2023': 10021.0, 'Jun 2023': 10730.0, 'Sep 2023': 11248.0, 'Dec 2023': 11572.0, 'Mar 2024': 12199.0, 'Jun 2024': 12547.0, 'Sep 2024': 12686.0, 'Dec 2024': 12801.0}","{'Dec 2021': 3944.0, 'Mar 2022': 3875.0, 'Jun 2022': 4057.0, 'Sep 2022': 4406.0, 'Dec 2022': 4962.0, 'Mar 2023': 5351.0, 'Jun 2023': 5863.0, 'Sep 2023': 6171.0, 'Dec 2023': 6277.0, 'Mar 2024': 6822.0, 'Jun 2024': 7139.0, 'Sep 2024': 7339.0, 'Dec 2024': 7573.0}","{'Dec 2021': 4119.0, 'Mar 2022': 4020.0, 'Jun 2022': 3911.0, 'Sep 2022': 3934.0, 'Dec 2022': 3956.0, 'Mar 2023': 4097.0, 'Jun 2023': 4238.0, 'Sep 2023': 4451.0, 'Dec 2023': 4623.0, 'Mar 2024': 4749.0, 'Jun 2024': 4972.0, 'Sep 2024': 5759.0, 'Dec 2024': 5723.0}","{'Dec 2021': -326.0, 'Mar 2022': -35.0, 'Jun 2022': 214.0, 'Sep 2022': 368.0, 'Dec 2022': 539.0, 'Mar 2023': 572.0, 'Jun 2023': 629.0, 'Sep 2023': 625.0, 'Dec 2023': 672.0, 'Mar 2024': 628.0, 'Jun 2024': 436.0, 'Sep 2024': -412.0, 'Dec 2024': -495.0}","{'Dec 2021': -4.0, 'Mar 2022': -0.0, 'Jun 2022': 3.0, 'Sep 2022': 4.0, 'Dec 2022': 6.0, 'Mar 2023': 6.0, 'Jun 2023': 6.0, 'Sep 2023': 6.0, 'Dec 2023': 6.0, 'Mar 2024': 5.0, 'Jun 2024': 3.0, 'Sep 2024': -3.0, 'Dec 2024': -4.0}","{'Dec 2021': 1877.0, 'Mar 2022': 1900.0, 'Jun 2022': 1929.0, 'Sep 2022': 2011.0, 'Dec 2022': 2076.0, 'Mar 2023': 2151.0, 'Jun 2023': 2210.0, 'Sep 2023': 2282.0, 'Dec 2023': 2396.0, 'Mar 2024': 2500.0, 'Jun 2024': 2441.0, 'Sep 2024': 2184.0, 'Dec 2024': 2350.0}","{'Dec 2021': 0.0, 'Mar 2022': 0.0, 'Jun 2022': 0.0, 'Sep 2022': 0.0, 'Dec 2022': 0.0, 'Mar 2023': 0.0, 'Jun 2023': 0.0, 'Sep 2023': 0.0, 'Dec 2023': 0.0, 'Mar 2024': 0.0, 'Jun 2024': 0.0, 'Sep 2024': 0.0, 'Dec 2024': 0.0}","{'Dec 2021': 1551.0, 'Mar 2022': 1865.0, 'Jun 2022': 2143.0, 'Sep 2022': 2379.0, 'Dec 2022': 2616.0, 'Mar 2023': 2723.0, 'Jun 2023': 2838.0, 'Sep 2023': 2907.0, 'Dec 2023': 3068.0, 'Mar 2024': 3128.0, 'Jun 2024': 2877.0, 'Sep 2024': 1772.0, 'Dec 2024': 1855.0}","{'Dec 2021': 25.0, 'Mar 2022': 27.0, 'Jun 2022': 25.0, 'Sep 2022': 25.0, 'Dec 2022': 25.0, 'Mar 2023': 25.0, 'Jun 2023': 25.0, 'Sep 2023': 25.0, 'Dec 2023': 25.0, 'Mar 2024': 25.0, 'Jun 2024': 25.0, 'Sep 2024': 25.0, 'Dec 2024': 24.0}","{'Dec 2021': 1161.0, 'Mar 2022': 1361.0, 'Jun 2022': 1603.0, 'Sep 2022': 1787.0, 'Dec 2022': 1959.0, 'Mar 2023': 2041.0, 'Jun 2023': 2124.0, 'Sep 2023': 2181.0, 'Dec 2023': 2298.0, 'Mar 2024': 2347.0, 'Jun 2024': 2152.0, 'Sep 2024': 1325.0, 'Dec 2024': 1401.0}","{'Dec 2021': 14.99, 'Mar 2022': 17.57, 'Jun 2022': 20.68, 'Sep 2022': 23.05, 'Dec 2022': 25.27, 'Mar 2023': 26.3, 'Jun 2023': 27.37, 'Sep 2023': 28.07, 'Dec 2023': 29.55, 'Mar 2024': 30.15, 'Jun 2024': 27.64, 'Sep 2024': 17.01, 'Dec 2024': 17.99}","{'Dec 2021': 2.48, 'Mar 2022': 2.27, 'Jun 2022': 2.35, 'Sep 2022': 2.11, 'Dec 2022': 2.06, 'Mar 2023': 1.98, 'Jun 2023': 1.94, 'Sep 2023': 1.93, 'Dec 2023': 1.92, 'Mar 2024': 1.92, 'Jun 2024': 2.02, 'Sep 2024': 2.11, 'Dec 2024': 2.25}","{'Dec 2021': 0.71, 'Mar 2022': 0.64, 'Jun 2022': 0.67, 'Sep 2022': 0.61, 'Dec 2022': 0.62, 'Mar 2023': 0.59, 'Jun 2023': 0.58, 'Sep 2023': 0.57, 'Dec 2023': 0.57, 'Mar 2024': 0.57, 'Jun 2024': 0.6, 'Sep 2024': 0.64, 'Dec 2024': 0.68}"
