,ADANIPORTS,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJFINANCE,BHARTIARTL,BPCL,BRITANNIA,CIPLA,COALINDIA,DRREDDY,EICHERMOT,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HEROMOTOCO,HINDUNILVR,ICICIBANK,INDUSINDBK,INFY,IOC,ITC,JSWSTEEL,KOTAKBANK,LT,MARUTI,NESTLEIND,NTPC,ONGC,POWERGRID,RELIANCE,SBIN,SHREECEM,SUNPHARMA,TATACONSUM,TATAMOTORS,TATASTEEL,TCS,TECHM,TITAN,ULTRACEMCO,UPL,WIPRO
2025-02-21,0.0,2.0379416999120471e-07,7.429323227861531e-08,1.3232461834482852e-07,0.0,2.1035950596516743e-07,2.078844074004943e-07,2.1035950596516743e-07,1.2275076706738683e-07,1.899467972956976e-07,1.228347157065371e-07,0.0,1.2488131516554912e-07,2.106547143869651e-07,2.1060637430946082e-07,2.0540157854353777e-07,0.19999855431732255,2.1044297895949216e-07,1.3652840242733897e-07,1.8121674289582304e-07,0.1999985183218596,0.0,2.1035950596516743e-07,1.961969300285409e-07,2.0236366479236613e-07,1.228124183933943e-07,2.053727309629609e-07,0.0,1.2952074352292615e-07,0.1999985531261893,7.429635587728414e-08,2.1035950596516743e-07,0.20000046026583793,1.43243118947156e-07,0.0,1.8980296414622904e-07,0.0,0.0,7.428775298678202e-08,0.0,2.104395077904541e-07,2.1077184240808024e-07,2.9525520054316482e-08,1.2275841833142242e-07,0.19999882757698356
2025-02-24,0.0,2.1385382951952413e-07,1.2751995935178798e-07,1.6620750539663745e-07,0.0,2.1823066257667828e-07,2.165806238397279e-07,2.1823066257667828e-07,0.0,2.046222847250965e-07,1.598809097520767e-07,7.799125397992191e-08,1.6124529031636824e-07,2.1842753454783032e-07,2.1839529750982038e-07,2.1492545154740888e-07,0.19999861486851508,2.1828635581768677e-07,1.690100155519813e-07,1.9880221765188423e-07,0.19999858607220194,7.799112689920825e-08,2.1823066257667828e-07,2.0878899180558887e-07,2.1290016832271683e-07,1.5986600645605845e-07,5.790697382640544e-08,7.799114093966414e-08,1.643382499281684e-07,0.1999986139156807,0.0,2.1823066257667828e-07,0.20000013962650037,1.7348652405996132e-07,0.1999984685370171,2.0452634387848597e-07,0.0,0.0,0.0,7.799111943987692e-08,2.182840339124386e-07,2.185056193338392e-07,0.0,1.598300605830327e-07,1.2590154542833747e-07
2025-02-25,0.0,2.2000532361345834e-07,1.6244886865060386e-07,1.8824113307067072e-07,0.0,2.2290087813105114e-07,2.2182306335778722e-07,2.2290087813105114e-07,0.0,2.1384724422773503e-07,1.8401960213642182e-07,1.2942640139229114e-07,1.8492846911001823e-07,2.2305378852809363e-07,2.2303208229284022e-07,2.2071774135338934e-07,0.19999860321058066,2.2295547228065787e-07,1.901049439998027e-07,2.0997018865704985e-07,0.1999985801792694,0.0,2.2290087813105114e-07,2.1662287572170046e-07,2.193695284985349e-07,1.840067098950913e-07,1.1604003279590725e-07,1.2942673756607975e-07,1.8699042883145522e-07,0.19999860244854592,0.0,2.2290087813105114e-07,0.19999982302580313,1.9309311557675557e-07,0.19999848614615934,2.137825279710923e-07,0.0,0.0,0.0,1.2942953338053666e-07,2.2295869161760753e-07,2.231030866196187e-07,0.0,1.839875378373119e-07,0.0
2025-02-26,0.0,2.2520644286937498e-07,1.8687728776559946e-07,2.0403390527419921e-07,0.0,2.2713397096909015e-07,2.26423194129689e-07,2.2713397096909015e-07,0.0,2.2110230149992742e-07,2.012505061577984e-07,1.6482073679350598e-07,2.0177324689447014e-07,2.2719758854470318e-07,2.2723670605459935e-07,2.2571668367015632e-07,0.19999858603266638,2.2717203314793463e-07,2.0530831296183375e-07,2.1855988797334608e-07,0.19999856761036086,7.853412657103872e-08,2.2713397096909015e-07,2.2294924383594963e-07,2.2479391744770417e-07,2.0120668048528396e-07,1.5589408331476537e-07,0.0,2.03226797479948e-07,0.19999858543078275,0.0,2.2713397096909015e-07,0.19999956188675552,2.0730834352046037e-07,0.1999984924091895,2.2102475095010865e-07,0.0,0.0,0.0,1.6483371173479564e-07,2.2718004522072935e-07,2.2727044597432699e-07,0.0,2.0119238085966504e-07,0.0
2025-02-27,0.0,2.2449158602542221e-07,1.989388610729158e-07,2.1037659822683175e-07,0.0,2.2577513463532106e-07,2.2530277954526323e-07,2.2577513463532106e-07,0.0,6.61101147391411e-08,2.0852099980036335e-07,1.8423494706834886e-07,2.0886952505284764e-07,2.2581903368872032e-07,2.2584509382665888e-07,2.248317526248049e-07,0.1999982666459866,2.258020025104999e-07,2.1122618827381842e-07,2.2006056098431128e-07,0.0,1.2671027715912096e-07,2.2577513463532106e-07,2.229867869783667e-07,2.2421656685888195e-07,2.0849178562893258e-07,1.7828343556871317e-07,0.0,2.09838528713904e-07,0.19999826616445981,0.0,2.2577513463532106e-07,0.1999990473275459,2.1255955747199394e-07,0.19999819174736355,2.2170379089288847e-07,0.0,0.1999999410376546,0.0,1.8424319662257034e-07,2.2580732435207503e-07,2.2586759662991703e-07,7.435429406327056e-08,2.0848226648287772e-07,0.0
2025-02-28,0.0,1.8661434619022511e-07,7.335639464979637e-08,2.197656804206958e-07,8.424686590918185e-08,2.3290273126610028e-07,2.2069765009641565e-07,2.3290273126610028e-07,0.0,1.1905699128448272e-07,2.2434911552773598e-07,6.128638677225699e-08,2.138861202407379e-07,2.347502365333926e-07,2.2457831745656153e-07,1.8006062749935333e-07,0.19999836110518096,2.2115131052254405e-07,2.2229550684507882e-07,2.2505994346664134e-07,8.431797194474156e-08,1.6766502550660985e-07,2.3290273126610028e-07,2.1863585846893315e-07,2.3308738004950924e-07,2.2450151516876922e-07,1.9986965716280077e-07,0.0,2.1063037156935945e-07,0.19999837982052085,0.0,2.3290273126610028e-07,0.19999899148365732,2.1442475572935638e-07,0.19999829644359648,2.2844900188265948e-07,0.0,0.19999970639523382,8.344405058871527e-08,2.0474679197843482e-07,9.454390079777002e-08,2.3523001712952222e-07,0.0,2.224380939563521e-07,0.0
2025-03-03,0.0,1.6526087240618364e-07,8.975494309191803e-08,1.87361246613665e-07,0.0,1.9614451455062867e-07,1.8798275549244326e-07,1.9614451455062867e-07,0.0,1.2022211732983373e-07,1.9041641700670438e-07,0.0,1.8344177031872486e-07,1.973511023048441e-07,1.9057010393883207e-07,1.60891053736486e-07,0.1999983324836851,1.8828508593953107e-07,2.6727733444468353e-08,1.908910159412688e-07,9.70633895892944e-08,1.5262762025218948e-07,1.9614451455062867e-07,1.866083787772602e-07,1.9624262018484293e-07,1.905182903192293e-07,1.7409731451832768e-07,0.0,1.8127172140020555e-07,0.1999983474557575,0.0,1.9614451455062867e-07,2.5407118664972948e-08,1.8380079666792354e-07,0.19999828075460396,3.16498445388377e-08,0.20000063867366358,0.19999940871485392,0.0,1.7734895975664338e-07,1.038803292674428e-07,1.976713149294503e-07,4.085100729589897e-08,1.891434539796103e-07,0.0
2025-03-04,0.0,1.8460150026161236e-07,1.34570014068507e-07,1.9904514663231962e-07,0.0,2.0534555046925956e-07,1.973009014384877e-07,2.0534555046925956e-07,0.0,1.5269478952469338e-07,2.0129460454798076e-07,0.0,1.9832799540133904e-07,2.0766126047283614e-07,2.0017345273693476e-07,1.8140546865578284e-07,0.19999837126706335,1.9999509861394359e-07,0.0,2.0235469846633307e-07,0.0,1.8098753588613364e-07,2.0534555046925956e-07,1.9805393982969183e-07,2.0398118605222865e-07,2.0012563260715239e-07,1.9507272422660693e-07,0.0,1.9517902327527513e-07,0.1999983818649908,7.476942856549995e-08,2.0534555046925956e-07,0.0,1.971222794911523e-07,0.199998329521409,9.436255517017369e-08,0.2000002167623171,0.19999923307873596,0.0,1.9252574891686687e-07,1.4384308296142001e-07,2.1133557813225235e-07,9.990623712905191e-08,1.9943239846975145e-07,0.0
2025-03-05,0.0,4.334796861446251e-08,1.6947260847462142e-07,2.128627089826862e-07,0.0,2.169561586985802e-07,2.1175303153147213e-07,2.169561586985802e-07,0.0,1.8185889741967e-07,2.1425908218576536e-07,0.0,5.432744177455771e-08,2.185315228096662e-07,2.136268188119011e-07,2.010111202927393e-07,0.19999841987338368,2.1337199334404267e-07,0.0,2.150418874981797e-07,8.0036375987707e-08,2.0065814676364798e-07,2.169561586985802e-07,2.1210954883115676e-07,2.1605775489395325e-07,2.1353940935144728e-07,2.100480953121604e-07,0.0,2.1021232314780694e-07,0.19999842833917086,0.0,2.169561586985802e-07,8.003504357059924e-08,2.1152527012914466e-07,0.1999983864611567,1.4295172191611334e-07,0.1999998961617478,0.19999910929249654,0.0,2.0895110696266355e-07,1.759687975411839e-07,2.2085310667500454e-07,1.4665025248659967e-07,2.129843743487562e-07,0.0
2025-03-06,0.0,1.0691285339980002e-07,1.9101212734450302e-07,2.199392343266495e-07,0.0,2.226409386428376e-07,2.191971809520562e-07,2.226409386428376e-07,0.0,1.9926962770337998e-07,2.208696500166677e-07,0.0,1.1424699948476921e-07,2.2371803599523779e-07,2.20446264145193e-07,2.1201218240052528e-07,0.19999844275965378,2.2025276145228882e-07,0.0,2.213917373148336e-07,0.0,2.1180147855236677e-07,2.226409386428376e-07,2.1943655947161775e-07,2.2207100678941112e-07,2.203878970049889e-07,2.1806237047415383e-07,0.0,2.1816825527037561e-07,0.1999984494909945,7.790332664646576e-08,2.226409386428376e-07,0.0,2.1899821800506797e-07,0.1999984159871061,1.7329845219107763e-07,0.19999962378898,0.19999899428465182,0.0,2.1733109023293516e-07,1.9531832565045626e-07,2.2526574453897469e-07,1.7579614087887445e-07,2.2001633878248185e-07,0.0
2025-03-07,0.0,1.487668936373932e-07,2.048374265887642e-07,2.241113090240399e-07,0.0,2.2591854796437128e-07,2.2362268315946468e-07,2.2591854796437128e-07,0.0,2.1045080988166813e-07,2.2473972547801917e-07,0.0,1.5370240235891826e-07,2.2645195644884627e-07,2.2439599727028756e-07,2.1883448585683783e-07,0.1999985094778748,2.2432508738083874e-07,7.748597758004604e-08,2.2495375483381584e-07,7.757566653952888e-08,2.187197877202885e-07,2.2591854796437128e-07,2.2355405424750846e-07,2.2553358805645043e-07,2.2422624508967083e-07,6.758613559649345e-08,0.0,2.2287258000069568e-07,0.1999985148892773,0.0,2.2591854796437128e-07,7.749144544365807e-08,2.234983314412377e-07,0.1999984881128449,1.9301552736295856e-07,0.19999945431490243,0.19999895069810064,7.756225361706121e-08,2.2238295882033017e-07,2.0769519871893296e-07,2.2750971836868076e-07,3.3776960356190985e-08,6.915284738501248e-08,0.0
2025-03-10,0.0,1.7759362433299891e-07,5.460121998965583e-08,2.3143444583309828e-07,0.0,2.294989312528392e-07,2.2734216313673842e-07,2.294989312528392e-07,0.0,2.1960426022745527e-07,2.27761584360131e-07,0.0,1.803977657572896e-07,2.3004559475044065e-07,2.2853109272162552e-07,2.2200955148859764e-07,0.19999854479961163,2.2842303641255198e-07,0.0,2.2901087156825812e-07,1.3026597191190718e-07,2.2573339063687037e-07,2.294989312528392e-07,2.2769608639812465e-07,2.3029189566477795e-07,2.2898050215388455e-07,1.236425761675442e-07,7.895058189708754e-08,2.2784310241260741e-07,0.1999985525871944,7.929366627161955e-08,2.294989312528392e-07,0.0,2.2693850897216402e-07,0.19999853133901924,2.0792876529578714e-07,0.19999930355777373,0.19999890067248247,1.297728786651123e-07,2.2721898765395327e-07,2.167672442225417e-07,2.3096782443722054e-07,0.0,0.0,0.0
2025-03-11,0.0,2.020652726753441e-07,1.2006922453658013e-07,2.3795648401053082e-07,0.0,2.3666612070165205e-07,2.3517265113974955e-07,2.3666612070165205e-07,0.0,2.3006686057155114e-07,8.165553621142216e-08,0.0,2.0399138353448695e-07,1.5304594054505194e-07,2.3602477381504906e-07,2.3167336688433299e-07,0.19999857440563495,2.3594905957604894e-07,0.0,2.3623649481532336e-07,1.7050832231727169e-07,2.3417580958277141e-07,2.3666612070165205e-07,2.35464944202234e-07,2.3718530761169442e-07,2.3635418687085944e-07,1.6609811134771556e-07,1.3631963888925685e-07,2.3552949895122414e-07,0.19999858060544295,1.365298761671257e-07,2.3666612070165205e-07,0.0,2.3494347419040834e-07,0.19999856360696885,6.578630863974601e-08,0.19999918138410694,0.19999885907531764,1.7018228564695732e-07,8.170895136686576e-08,2.2820245086135835e-07,2.3769415884435042e-07,0.0,8.366667208413969e-08,0.0
2025-03-12,0.0,2.1315564390781916e-07,0.0,2.3708709269481213e-07,0.0,2.3600068026409582e-07,2.3516997447567503e-07,2.3600068026409582e-07,0.0,2.3179049654834813e-07,1.3286141612566423e-07,0.0,2.1442219481058626e-07,1.8045833926163747e-07,2.3585819340526305e-07,2.3302120070201695e-07,0.19999859762757316,2.3577713501403872e-07,0.0,2.3591948408077438e-07,1.9206441658908205e-07,2.3455215093659219e-07,2.3600068026409582e-07,8.257009380528667e-08,2.3655376816601903e-07,2.360431443476689e-07,1.8921727338993893e-07,1.6930842852216308e-07,2.3546105391257588e-07,0.19999860215466697,1.6945870078364482e-07,2.3600068026409582e-07,0.0,2.3504242038435847e-07,0.1999985887059784,1.216339935093457e-07,0.19999908278646614,0.19999882661604668,1.9187635879179824e-07,1.328724055087811e-07,2.3061037403538438e-07,2.368740167416541e-07,7.84457769963729e-08,0.0,0.0
2025-03-13,0.0,2.2519173587821058e-07,8.280726566172578e-08,2.4198937872136717e-07,0.0,2.4074241636985027e-07,2.4084016238797707e-07,2.4074241636985027e-07,0.0,2.3821615864490594e-07,1.7141280979736775e-07,0.0,2.275129171613272e-07,2.0488143464166076e-07,2.4018778416786853e-07,2.3832648722071998e-07,0.19999862194657594,2.4045615465292576e-07,0.0,2.4168496585059905e-07,2.1132100986627727e-07,2.4090596240203145e-07,2.4074241636985027e-07,1.400783940348722e-07,2.420284754660205e-07,2.4044199986169593e-07,4.692041176503866e-08,1.9810334605150698e-07,2.4164175363474997e-07,0.19999862524384798,1.966707286054974e-07,2.4074241636985027e-07,0.0,2.4128137667832957e-07,0.19999861474487246,1.6340130365567683e-07,0.19999901053803623,0.19999862098474994,5.061212031799264e-08,1.7336952904163642e-07,2.375163142041548e-07,2.4253253640315907e-07,0.0,8.323873523794926e-08,0.0
2025-03-14,0.0,2.2207712097602711e-07,1.2715420125121445e-07,2.3327551608529486e-07,0.0,2.3244418711096336e-07,2.3250982764865658e-07,2.3244418711096336e-07,0.0,2.307599780695064e-07,1.8622401418385328e-07,0.0,2.2362473806013658e-07,2.085370557038984e-07,2.320748737305554e-07,2.3083368680202994e-07,0.19999823162810182,2.3225354883990586e-07,0.0,2.3307265594524724e-07,2.1283015817121228e-07,2.325536890116938e-07,2.3244418711096336e-07,1.6533505478403577e-07,2.3330158995083763e-07,2.322438869789621e-07,0.0,2.040183092465054e-07,2.3304391900138398e-07,0.19999823426540317,2.0306223374683786e-07,2.3244418711096336e-07,0.20000033458558925,2.3280322104121107e-07,0.19999822586671234,1.8088376272046315e-07,0.1999985425006291,0.0,0.0,1.8752939817457733e-07,2.3029383257396912e-07,2.336377054713728e-07,0.0,1.2744183746443002e-07,0.0
2025-03-17,0.0,2.268364750786503e-07,1.6362146860733372e-07,2.342904147068044e-07,0.0,2.3370228490735406e-07,2.3405379164511596e-07,2.3370228490735406e-07,0.0,7.894195794675651e-08,2.028955096057855e-07,0.0,2.2813706636010677e-07,2.1813523280397544e-07,2.334571349443085e-07,2.3262694377725103e-07,0.19999833156441105,2.3358748199994758e-07,7.876355156288006e-08,2.345210133206524e-07,2.2063832423442635e-07,2.3418246044706415e-07,2.3370228490735406e-07,1.8938448934491314e-07,2.343832990018108e-07,2.3358975191436049e-07,0.0,5.75488675143376e-08,2.3452512829413225e-07,0.19999833329176545,2.1420362221444612e-07,2.3370228490735406e-07,0.2000000136660533,2.3394305019581307e-07,0.1999983266859778,1.9936123241167776e-07,0.1999985799989572,7.876817899220817e-08,0.0,2.035820755964586e-07,2.3233008301588e-07,2.3489875817458608e-07,0.0,0.0,7.877533211217631e-08
2025-03-18,0.0,2.3054039268122065e-07,1.8839085004050183e-07,2.3547007731036996e-07,0.0,2.3516646012461914e-07,2.3539789659651292e-07,2.3516646012461914e-07,0.0,1.3195667702352127e-07,2.1463587425714656e-07,0.0,2.314540174086607e-07,2.2477501238168434e-07,2.3500084939481898e-07,2.3444327606299024e-07,0.19999839677300577,2.3508359095306237e-07,1.3187001293921204e-07,2.356604980712003e-07,2.26450928361533e-07,2.355112460475423e-07,2.3516646012461914e-07,2.056170195036446e-07,2.356261804291759e-07,2.350889605870572e-07,0.0,1.1773131576672794e-07,2.3579015169216355e-07,0.19999839814624706,2.2216546844457438e-07,2.3516646012461914e-07,0.19999974251398023,2.3532467051542888e-07,0.19999839290851623,5.4772101391795703e-08,0.19999859557872218,0.0,7.935904373566942e-08,2.1507742481613757e-07,2.342494054632647e-07,2.3596974598510455e-07,0.0,0.0,0.0
2025-03-19,0.0,1.3030827657806126e-07,9.658846728645037e-08,1.342516984493652e-07,0.0,2.7869241950587465e-07,1.341939898322245e-07,2.7869241950587465e-07,0.0,5.144122532995462e-08,1.1758578919311684e-07,0.0,1.3103890964762678e-07,1.2569586591801714e-07,2.785810707499041e-07,2.782104109299274e-07,0.1999985647011661,2.7863759653741247e-07,5.173403060367189e-08,1.344036266499455e-07,2.728822751933358e-07,1.3428368399216768e-07,2.7869241950587465e-07,1.1036918609344448e-07,1.343782676751888e-07,1.3394688747034815e-07,0.0,4.04232539205444e-08,1.3450763788632708e-07,0.1999985658007056,1.2360411014475153e-07,2.7869241950587465e-07,3.1703978695851625e-07,1.3413587108086993e-07,0.1999985616096427,0.0,0.19999872374463648,0.0,0.20000046046268394,1.1793659156695129e-07,2.780807726547965e-07,1.346512046928387e-07,0.0,0.0,0.0
2025-03-20,0.0,2.0337131771427786e-07,1.8089885187987183e-07,2.0601389110217587e-07,0.0,3.02299290216174e-07,2.0597467805798045e-07,3.02299290216174e-07,0.0,1.5079951824259503e-07,1.9489023551901856e-07,0.0,2.0387600685303207e-07,2.003070178750809e-07,3.022274098351172e-07,3.0197987923025753e-07,0.19999867976497895,3.022688672969496e-07,0.0,2.0611171382578436e-07,2.984428202419013e-07,2.0604335380902663e-07,3.02299290216174e-07,1.9008223207508422e-07,2.0610118190971338e-07,2.058104628492589e-07,0.0,1.4345830929390476e-07,2.0617931113181333e-07,0.19999868064677545,1.988966901255788e-07,3.02299290216174e-07,0.1999981689017114,2.059290479502253e-07,0.1999986773052126,1.1651353531560869e-07,0.19999880699991635,0.0,4.37687601470611e-07,1.9513078068142154e-07,3.019092229316934e-07,2.0627930696523622e-07,0.0,0.0,0.0
2025-03-21,0.0,2.151959516252017e-07,1.9997744528094298e-07,2.210100817417536e-07,0.0,2.8596874043286004e-07,2.1807235171707583e-07,2.8596874043286004e-07,0.0,1.6353959292320678e-07,2.0966918320551296e-07,0.0,2.2062147922422626e-07,2.1329611439026066e-07,2.8577369954985326e-07,2.8573250073582014e-07,0.1999986486969473,2.85929483108411e-07,8.401693176344881e-08,2.223195383160564e-07,2.6925294275808574e-07,2.2165571989711933e-07,2.8596874043286004e-07,2.1159193350401314e-07,2.2143807327352044e-07,6.217561077453995e-08,0.0,1.7962929799789676e-07,2.1713032272941934e-07,0.1999986456361995,2.1815343826088266e-07,2.8596874043286004e-07,0.19999824480228043,2.2170845971246994e-07,0.1999986487812166,1.631736954536277e-07,0.19999875972902315,0.0,3.760753015967279e-07,2.1379102446141288e-07,2.8569569194483726e-07,2.2185250518776367e-07,0.0,0.0,0.0
2025-03-24,0.0,2.269551825028677e-07,2.1680918457685964e-07,2.308311184237431e-07,0.0,2.7413719964579517e-07,2.2887276564527993e-07,2.7413719964579517e-07,0.1999979744765816,1.9251749243141163e-07,2.2327017462387538e-07,0.0,2.3057188121471936e-07,2.256883417977051e-07,2.740070388855472e-07,2.739791639552762e-07,0.1999986496315089,2.741107019235949e-07,1.3950295491993913e-07,2.3170416570630598e-07,2.6299262632705175e-07,2.3126165032138923e-07,2.7413719964579517e-07,2.245526221086838e-07,2.3111631043358405e-07,0.0,0.0,4.3998427131272354e-08,2.2824504082360095e-07,0.19999864718267824,2.2892638676485349e-07,2.7413719964579517e-07,3.349456798212421e-07,2.3129668405852034e-07,0.19999864969867376,1.9227362764219612e-07,0.1999987384577411,0.0,3.3420745383055593e-07,2.2601863804874848e-07,2.7395490755642897e-07,2.3139279630680416e-07,0.0,0.0,0.0
2025-03-25,0.0,2.322464377832909e-07,2.2514274717848342e-07,2.3472070484927926e-07,0.0,2.6364299049454574e-07,2.3333957684142407e-07,2.6364299049454574e-07,0.19999812129433805,2.095022906884784e-07,2.3001302319368828e-07,0.0,2.3335572104929526e-07,2.3162321962029952e-07,2.635025093658035e-07,2.6349525930341155e-07,0.19999866123892582,2.635840074052122e-07,1.7382217585524518e-07,2.353124913845456e-07,2.5617354246744554e-07,2.3532517633114745e-07,2.6364299049454574e-07,2.3046122574624527e-07,2.350297517364987e-07,8.107664784352375e-08,8.083237104397791e-08,0.0,2.3258846497657238e-07,0.199998659225656,2.3332037055271324e-07,2.6364299049454574e-07,1.5557707574453608e-07,2.350280371225596e-07,0.199998661354233,2.0913552808919467e-07,0.1999987323784131,0.0,1.651499280466504e-07,2.316453604259503e-07,2.6348008033223957e-07,2.3545174694227112e-07,0.0,0.0,0.0
2025-03-26,0.0,1.9906054622081909e-07,2.811878061266763e-07,5.861090518200584e-08,0.0,2.388163342760997e-07,2.724831947893042e-07,2.388163342760997e-07,0.19999824367060315,2.0104910371792847e-07,2.218422156369889e-07,0.0,1.8192264746840514e-07,2.6950216300941205e-07,2.4047110460591355e-07,2.3996824444682267e-07,0.19999861709795663,2.401176305166209e-07,1.8341596756513392e-07,2.211949190067784e-07,2.3520008955674485e-07,2.3417663802215463e-07,2.388163342760997e-07,2.8815778915819387e-07,2.0981537132255142e-07,1.8656960061558682e-07,0.0,2.914602149397014e-07,2.9338952980057816e-07,0.19999862345423178,2.912466150124853e-07,2.388163342760997e-07,0.0,2.2556175907005255e-07,0.19999871031381106,2.005835518058883e-07,0.19999869088934802,6.39092489641342e-08,3.23051880340489e-09,2.571764137998849e-07,2.399671872058974e-07,2.7237348368737166e-07,0.0,0.0,5.5663251882390416e-08
2025-03-27,0.0,2.1384481900160272e-07,2.6859775137237284e-07,0.0,0.0,2.4035923909217355e-07,2.627917529777403e-07,2.4035923909217355e-07,0.1999983263406411,2.1517209213095932e-07,2.2903103264024888e-07,0.0,2.024218920859199e-07,2.608071648604342e-07,2.414564309826627e-07,2.4112773847383795e-07,0.19999862508065155,2.412263141377381e-07,2.0341888061919323e-07,2.2859949010819615e-07,2.379485208948955e-07,2.3726026575653749e-07,2.4035923909217355e-07,2.732441009830841e-07,2.2101731223590108e-07,2.0551771074509574e-07,0.0,1.299962886750093e-07,2.7673087760504624e-07,0.1999986301654549,2.7530337568783183e-07,2.4035923909217355e-07,8.114154809386109e-08,2.3152203001872867e-07,0.19999869965335954,2.1486056563754343e-07,0.19999868411248545,1.2374570712640534e-07,0.0,2.525872498949907e-07,2.4111849512847523e-07,2.627200431578695e-07,0.0,0.0,0.0
2025-03-28,0.0,2.2235515679985765e-07,2.5950888498441984e-07,8.174976844891373e-08,0.0,2.4012829399309597e-07,2.5413944004619713e-07,2.4012829399309597e-07,0.1999984273461288,2.2249922516216987e-07,2.327316906003802e-07,0.0,5.844538212607146e-08,2.5283731171537916e-07,2.4114698316680374e-07,2.408669529554936e-07,0.199998668175714,2.4071054612474727e-07,2.1535360637481556e-07,2.3257516399599037e-07,2.388139874404946e-07,2.3743919115884088e-07,2.4012829399309597e-07,2.63900509261017e-07,2.2909212186994197e-07,2.159941438853629e-07,0.0,7.373882878075113e-10,2.6386216486316924e-07,0.19999867373433453,2.628986092521034e-07,2.4012829399309597e-07,0.0,2.3452086805197856e-07,0.1999987277263809,2.2493115491214238e-07,0.19999871628797058,0.0,0.0,2.477403562191119e-07,2.406184129317925e-07,2.5089043559796755e-07,0.0,7.974236838117106e-08,8.011347062335307e-08
2025-03-31,0.0,2.2975576475217304e-07,2.539734906150817e-07,1.354081983117975e-07,0.0,2.411590163908681e-07,2.505289175125685e-07,2.411590163908681e-07,0.19999845431540528,2.2993435532401394e-07,2.3678014763380133e-07,8.118193300046331e-08,0.0,2.5017429059468634e-07,2.41476174100279e-07,2.4159762002947314e-07,0.199998646588792,2.415475496968869e-07,2.2451524551475144e-07,2.361984044671393e-07,2.402851093084244e-07,2.396430172063567e-07,2.411590163908681e-07,2.5684470115768246e-07,2.3384927714009416e-07,2.2560743970190155e-07,0.0,0.0,2.5660916731018073e-07,0.19999865182278104,2.5682944687313507e-07,2.411590163908681e-07,0.0,2.3750819838590865e-07,0.19999869430547065,2.3152514843253948e-07,0.19999868584078087,0.0,0.0,2.463031951602998e-07,2.4148633873879376e-07,2.4863672653965185e-07,0.0,0.0,1.3428984705065294e-07
2025-04-01,0.0,2.3279542661872218e-07,2.618672093616018e-07,1.7169542379356574e-07,0.0,2.4241821523963807e-07,2.4927690225226256e-07,2.4241821523963807e-07,0.19999847366285986,2.2739466948866495e-07,2.3951202603400276e-07,0.0,7.95511624577906e-08,2.484630755583828e-07,2.4333446160678325e-07,2.4347635740266276e-07,0.19999860777263595,2.4269210902208626e-07,2.2970897155000174e-07,2.3400625076291915e-07,2.47957188644599e-07,2.50975496678228e-07,2.4241821523963807e-07,2.5356665288843644e-07,2.3987610169754174e-07,2.3267174622970238e-07,0.0,0.0,2.559328274385534e-07,0.19999861242393618,2.524585590158756e-07,2.4241821523963807e-07,0.0,2.3956008286872847e-07,0.1999986692209378,2.3684365617668686e-07,0.1999986413175343,0.0,0.0,2.460095109793506e-07,2.4263023560645246e-07,2.5229995443186297e-07,0.0,0.0,1.7137217618581797e-07
2025-04-02,0.0,2.3717626431169884e-07,2.568506383601703e-07,1.963482165045536e-07,0.0,2.426436293670487e-07,2.47160853498762e-07,2.426436293670487e-07,0.19999849175029805,2.3275168729121395e-07,2.418792605645276e-07,0.0,1.3522158701234474e-07,2.47899028240406e-07,2.432430735990946e-07,2.4333950577563105e-07,0.19999859931862526,2.428112413767133e-07,2.347260855624151e-07,2.376110786909111e-07,2.46591284408358e-07,2.4848657331625995e-07,2.426436293670487e-07,2.5035685639755735e-07,2.409425450926454e-07,8.47508597486971e-08,0.0,8.146456900089487e-08,2.512622736094805e-07,0.19999860255693322,2.49450534036772e-07,2.426436293670487e-07,0.0,2.4091607387367516e-07,0.1999986480133244,2.390031455167306e-07,0.19999862583643419,0.0,0.0,2.4422931248722315e-07,2.4278245613131745e-07,2.4916312145295064e-07,0.0,0.0,1.95530741331701e-07
2025-04-03,0.0,2.42328766272031e-07,2.5544500117351523e-07,2.1510898497095627e-07,0.0,2.460340533217194e-07,2.4899147807636634e-07,2.460340533217194e-07,0.19999844144313786,2.3937649774656575e-07,2.4547368896034735e-07,0.0,1.7435845957173848e-07,2.494789639142573e-07,2.463620943012975e-07,2.464374963344573e-07,0.1999986014661206,2.460956204442331e-07,2.4069340866266066e-07,2.4261517021445327e-07,2.4860185408013963e-07,2.4986008722407885e-07,2.460340533217194e-07,2.511126291450526e-07,2.4484729340875295e-07,0.0,0.0,1.3851742381091194e-07,2.5172408327213657e-07,0.1999986040666485,2.5052409042446505e-07,2.460340533217194e-07,0.0,2.448315519466853e-07,0.19999864042984306,9.078578892736986e-08,0.19999862268922147,0.0,0.0,2.470293375769728e-07,2.460661102197208e-07,2.503146734763636e-07,0.0,8.422306094828648e-08,2.145641998201003e-07
