displayName,key,value
Earnings before taxes - most recent fiscal year,earningsBeforTaxesMostRecentFiscalYear,337800.00
Revenue - trailing 12 month,revenueTrailing12Month),4396940.00
Net Income available to common - most recent fiscal year,netIncomeAvailableToCommonMostRecentFiscalYear,229590.00
EBITD - trailing 12 month,eBITDTrailing12Month,551300.00
Net Income available to common - trailing 12 months,netIncomeAvailableToCommonTrailing12Months,229570.00
"Earnings per Share, Normalized, Excluding Extraordinary Items, Avg. Diluted Shares Outstanding, TTM",earningsPerShareNormalizedExcludingExtraordinaryItemsAvgDilutedSharesOutstandingTTM,62.90
Revenue - most recent fiscal year,revenueMostRecentFiscalYear,4396950.00
"Net Income Available to Common, Normalized - most recent fiscal year",netIncomeAvailabletoCommonNormalizedMostRecentFiscalYear,233380.10
Earnings before taxes - trailing 12 month,earningsBeforeTaxesTrailing12Month,337780.00
Earnings before taxes Normalized - most recent fiscal year,earningsBeforeTaxesNormalizedMostRecentFiscalYear,343300.00
EBITD - most recent fiscal year,eBITDMostRecentFiscalYear,549700.00
