displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,-13395.10,,,2021,Annual
Depreciation/ Depletion ,Depreciation/Depletion,23546.71,,,2021,Annual
Non- Cash Items ,Non-CashItems,21046.03,,,2021,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-2197.13,,,2021,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,29000.51,,,2021,Annual
Capital Expenditures ,CapitalExpenditures,-20205.40,,,2021,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-5920.85,,,2021,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-26126.25,,,2021,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-8151.45,,,2021,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-1.56,,,2021,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,2602.51,,,2021,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,15454.70,,,2021,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,9904.20,,,2021,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,453.75,,,2021,Annual
Net Changein Cash ,NetChangeinCash,13232.21,,,2021,Annual
Cash Interest Paid ,CashInterestPaid,8122.94,,,2021,Annual
Cash Taxes Paid ,CashTaxesPaid,2104.56,,,2021,Annual
period Length ,periodLength,12,,,2021,Annual
period Type ,periodType,Months,,,2021,Annual
