displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,6790.87,,,2024,Annual
Cash Equivalents ,CashEquivalents,33223.89,,,2024,Annual
Short Term Investments ,ShortTermInvestments,19455.53,,,2024,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,59470.29,,,2024,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,18098.88,,,2024,Annual
Total Receivables Net ,TotalReceivablesNet,50378.26,,,2024,Annual
Total Inventory ,TotalInventory,50734.81,,,2024,Annual
Prepaid Expenses ,PrepaidExpenses,2444.79,,,2024,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,4690.09,,,2024,Annual
Total Current Assets ,TotalCurrentAssets,167718.24,,,2024,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,218617.12,,,2024,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-126495.64,,,2024,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,92121.48,,,2024,Annual
Goodwill Net ,GoodwillNet,860.26,,,2024,Annual
Intangibles Net ,IntangiblesNet,64002.15,,,2024,Annual
Long Term Investments ,LongTermInvestments,8827.09,,,2024,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,15185.28,,,2024,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,21949.46,,,2024,Annual
Total Assets ,TotalAssets,370663.96,,,2024,Annual
Accounts Payable ,AccountsPayable,93978.52,,,2024,Annual
Accrued Expenses ,AccruedExpenses,5626.63,,,2024,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,5734.47,,,2024,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,31709.98,,,2024,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,36567.40,,,2024,Annual
Total Current Liabilities ,TotalCurrentLiabilities,173617.00,,,2024,Annual
Long Term Debt ,LongTermDebt,64696.43,,,2024,Annual
Capital Lease Obligations ,CapitalLeaseObligations,7669.52,,,2024,Annual
Total Long Term Debt ,TotalLongTermDebt,72365.95,,,2024,Annual
Total Debt ,TotalDebt,109810.40,,,2024,Annual
Deferred Income Tax ,DeferredIncomeTax,1143.35,,,2024,Annual
Minority Interest ,MinorityInterest,8175.91,,,2024,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,30443.73,,,2024,Annual
Total Liabilities ,TotalLiabilities,285745.94,,,2024,Annual
Common Stock Total ,CommonStockTotal,766.50,,,2024,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,14264.93,,,2024,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),57482.46,,,2024,Annual
Unrealized Gain( Loss) ,UnrealizedGain(Loss),949.91,,,2024,Annual
Other Equity Total ,OtherEquityTotal,11454.22,,,2024,Annual
Total Equity ,TotalEquity,84918.02,,,2024,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,370663.96,,,2024,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,383.22,,,2024,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,52.33,,,2024,Annual
period Length ,periodLength,0.00,,,2024,Annual
