Date,Sales,Expenses,Operating Profit,OPM %,Other Income,Interest,Depreciation,Profit before tax,Tax %,Net Profit,EPS in Rs
2022-03-01,78439.0,70156.0,8283.0,11.0,189.0,2381.0,6432.0,-341.0,222.0,-992.0,-3.11
2022-06-01,71935.0,69522.0,2413.0,3.0,2381.0,2421.0,5841.0,-3468.0,44.0,-4951.0,-15.08
2022-09-01,79611.0,74039.0,5572.0,7.0,1351.0,2487.0,5897.0,-1461.0,-31.0,-898.0,-2.84
2022-12-01,88489.0,77668.0,10820.0,12.0,1130.0,2676.0,6072.0,3203.0,8.0,3043.0,8.91
2023-03-01,105932.0,92818.0,13114.0,12.0,1453.0,2642.0,7050.0,4875.0,-13.0,5496.0,16.28
2023-06-01,102236.0,89019.0,13217.0,13.0,895.0,2615.0,6633.0,4864.0,32.0,3301.0,9.64
2023-09-01,105129.0,91362.0,13767.0,13.0,1557.0,2652.0,6637.0,6035.0,36.0,3832.0,11.33
2023-12-01,110577.0,95159.0,15418.0,14.0,1604.0,2485.0,6850.0,7687.0,7.0,7145.0,21.14
2024-03-01,119033.0,102348.0,16685.0,14.0,1412.0,1645.0,7143.0,9309.0,-88.0,17528.0,52.37
2024-06-01,108048.0,92263.0,15785.0,15.0,1747.0,2088.0,6574.0,8870.0,36.0,5692.0,16.74
2024-09-01,101450.0,89291.0,12159.0,12.0,1647.0,2034.0,6005.0,5767.0,40.0,3450.0,9.08
2024-12-01,112608.0,100185.0,12423.0,11.0,1700.0,1119.0,5399.0,7605.0,28.0,5485.0,14.69
2025-03-01,119503.0,102685.0,16818.0,14.0,1057.0,1076.0,5295.0,11504.0,26.0,8556.0,23.01
