tickerId,companyName,remarks,recordDate,xdDate,interimOrFinal,instrumentType,value,percentage,dateOfAnnouncement,bookClosureStartDate,bookClosureEndDate,sortDate
S0003022,Tata Motors,Rs.6.0000 per share(300%)Final Dividend,2025-06-04,2025-06-04,Final,5,6,300,2025-05-13,,,2025-06-04
S0003022,Tata Motors,Rs.3.0000 per share(150%)Final Dividend,2024-06-11,2024-06-11,Final,5,3,150,2024-05-10,,,2024-06-11
S0003022,Tata Motors,Rs.3.0000 per share(150%)Special Dividend,2024-06-11,2024-06-11,Special,5,3,150,2024-05-11,,,2024-06-11
S0003022,Tata Motors,Rs.2.0000 per share(100%)Final Dividend,,2023-07-28,Final,5,2,100,2023-05-12,2023-07-29,2023-08-08,2023-07-28
