displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,8272.89,,,2023,Annual
Cash Equivalents ,CashEquivalents,23614.06,,,2023,Annual
Short Term Investments ,ShortTermInvestments,23325.41,,,2023,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,55212.36,,,2023,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,15783.83,,,2023,Annual
Total Receivables Net ,TotalReceivablesNet,46470.68,,,2023,Annual
Total Inventory ,TotalInventory,43471.56,,,2023,Annual
Prepaid Expenses ,PrepaidExpenses,2256.78,,,2023,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,4117.09,,,2023,Annual
Total Current Assets ,TotalCurrentAssets,151528.47,,,2023,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,212567.09,,,2023,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-122904.75,,,2023,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,89662.34,,,2023,Annual
Goodwill Net ,GoodwillNet,840.60,,,2023,Annual
Intangibles Net ,IntangiblesNet,55851.32,,,2023,Annual
Long Term Investments ,LongTermInvestments,7732.98,,,2023,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,14618.34,,,2023,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,15847.33,,,2023,Annual
Total Assets ,TotalAssets,336081.38,,,2023,Annual
Accounts Payable ,AccountsPayable,79251.76,,,2023,Annual
Accrued Expenses ,AccruedExpenses,5480.08,,,2023,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,14066.84,,,2023,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,23782.30,,,2023,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,32446.35,,,2023,Annual
Total Current Liabilities ,TotalCurrentLiabilities,155027.33,,,2023,Annual
Long Term Debt ,LongTermDebt,88695.81,,,2023,Annual
Capital Lease Obligations ,CapitalLeaseObligations,7568.49,,,2023,Annual
Total Long Term Debt ,TotalLongTermDebt,96264.30,,,2023,Annual
Total Debt ,TotalDebt,134113.44,,,2023,Annual
Deferred Income Tax ,DeferredIncomeTax,1406.95,,,2023,Annual
Minority Interest ,MinorityInterest,7277.72,,,2023,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,30783.29,,,2023,Annual
Total Liabilities ,TotalLiabilities,290759.59,,,2023,Annual
Common Stock Total ,CommonStockTotal,766.02,,,2023,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,14166.79,,,2023,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),27581.69,,,2023,Annual
Unrealized Gain( Loss) ,UnrealizedGain(Loss),570.85,,,2023,Annual
Other Equity Total ,OtherEquityTotal,2236.44,,,2023,Annual
Total Equity ,TotalEquity,45321.79,,,2023,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,336081.38,,,2023,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,382.98,,,2023,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,-29.69,,,2023,Annual
period Length ,periodLength,0.00,,,2023,Annual
