displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,-11308.76,,,2022,Annual
Depreciation/ Depletion ,Depreciation/Depletion,24835.69,,,2022,Annual
Non- Cash Items ,Non-CashItems,13139.24,,,2022,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-12383.34,,,2022,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,14282.83,,,2022,Annual
Capital Expenditures ,CapitalExpenditures,-15168.42,,,2022,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,10393.30,,,2022,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-4775.12,,,2022,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-9349.81,,,2022,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-1.53,,,2022,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,3768.59,,,2022,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,2202.58,,,2022,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-3380.17,,,2022,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,331.46,,,2022,Annual
Net Changein Cash ,NetChangeinCash,6459.00,,,2022,Annual
Cash Interest Paid ,CashInterestPaid,9251.42,,,2022,Annual
Cash Taxes Paid ,CashTaxesPaid,1909.64,,,2022,Annual
period Length ,periodLength,12,,,2022,Annual
period Type ,periodType,Months,,,2022,Annual
