displayName,key,value
Operating margin - trailing 12 month,operatingMarginTrailing12Month,7.12
Gross Margin - 5 year average,grossMargin5YearAverage,40.97
Operating margin - 1st historical fiscal year,operatingMargin1stHistoricalFiscalYear),7.09
Operating Margin - 5 year average,operatingMargin5YearAverage,3.67
Net Profit Margin % - 1st historical fiscal year,netProfitMarginPercent1stHistoricalFiscalYear,5.29
Gross Margin - 1st historical fiscal year,grossMargin1stHistoricalFiscalYear,43.76
Net Profit Margin % - trailing 12 month,netProfitMarginPercentTrailing12Month,5.29
Net Profit Margin - 5 year average,netProfitMargin5YearAverage,1.94
Pretax Margin - 5 year average,pretaxMargin5YearAverage,2.73
"Free Operating Cash Flow/Revenue, TTM",freeOperatingCashFlowPerRevenueTTM,4.44
Pretax margin - 1st historical fiscal year,pretaxMargin1stHistoricalFiscalYear,7.68
Pretax margin - trailing 12 month,pretaxMarginTrailing12Month,7.68
"Free Operating Cash Flow/Revenue, 5 Year Average",freeOperatingCashFlowPerRevenue5YearAverage,4.59
Gross Margin - trailing 12 month,grossMarginTrailing12Month,45.26
