tickerId,companyName,remarks,boardMeetDate,purpose
S0003022,Tata Motors,,2025-05-13,Audited Results & Final Dividend
S0003022,Tata Motors,"Inter-alia, to consider 1. Issuance of Rated, Listed, Unsecured, Redeemable, Non-Convertible Debentures on a private placement basis aggregating upto Rs 500 crore.",2025-05-02,Others
S0003022,Tata Motors,"Inter-alia, to consider 1. Issuance of Rated, Listed, Unsecured, Redeemable, Non-Convertible Debentures on a private placement basis aggregating upto Rs 2,000 crore.",2025-03-19,Others
S0003022,Tata Motors,,2025-01-29,Quarterly Results
S0003022,Tata Motors,,2024-11-08,Quarterly Results
S0003022,Tata Motors,,2024-08-01,Quarterly Results
S0003022,Tata Motors,,2024-05-10,Audited Results & Dividend
S0003022,Tata Motors,,2024-02-02,Quarterly Results
S0003022,Tata Motors,,2023-11-02,Quarterly Results
S0003022,Tata Motors,,2023-07-25,Quarterly Results
S0003022,Tata Motors,,2023-05-12,Audited Results & Final Dividend
S0003022,Tata Motors,,2023-01-25,Quarterly Results
S0003022,Tata Motors,,2022-11-09,Quarterly Results
S0003022,Tata Motors,,2022-07-27,Quarterly Results
S0003022,Tata Motors,,2022-05-12,Audited & Quarterly Results
S0003022,Tata Motors,,2022-01-31,Quarterly Results
S0003022,Tata Motors,,2021-11-01,Quarterly Results
S0003022,Tata Motors,,2021-07-26,Quarterly Results
S0003022,Tata Motors,The Board in the said Meeting would also consider a proposal for raising funds by way of issue of one or more instruments.,2021-05-18,Audited Results & Others
S0003022,Tata Motors,,2021-01-29,Quarterly Results
