tickerId,companyName,remarks,dateOfAnnouncement,recordDate,agmDate,purpose
S0003022,Tata Motors,,2025-05-13,,2025-06-20,AGM
S0003022,Tata Motors,,2025-04-04,,2025-05-06,COM
S0003022,Tata Motors,,2024-06-07,,2024-06-24,AGM
S0003022,Tata Motors,,2023-11-13,,2023-12-14,POM
S0003022,Tata Motors,Rs.2.0000 per share(100%)Final Dividend,2023-06-13,,2023-08-08,AGM
S0003022,Tata Motors,,2022-05-31,,2022-07-04,AGM
S0003022,Tata Motors,,2021-06-28,,2021-07-30,AGM
