Revenue,Interest,Expenses,Financing Profit,Financing Margin %,Other Income,Depreciation,Profit before tax,Tax %,Net Profit,EPS in Rs
"{'Mar 2022': 18209.0, 'Jun 2022': 19193.0, 'Sep 2022': 20783.0, 'Dec 2022': 22843.0, 'Mar 2023': 24630.0, 'Jun 2023': 26246.0, 'Sep 2023': 27418.0, 'Dec 2023': 28865.0, 'Mar 2024': 30231.0, 'Jun 2024': 31159.0, 'Sep 2024': 31601.0, 'Dec 2024': 32162.0, 'Mar 2025': 32452.0}","{'Mar 2022': 9162.0, 'Jun 2022': 9565.0, 'Sep 2022': 10150.0, 'Dec 2022': 11094.0, 'Mar 2023': 12580.0, 'Jun 2023': 13972.0, 'Sep 2023': 14749.0, 'Dec 2023': 15943.0, 'Mar 2024': 16727.0, 'Jun 2024': 17261.0, 'Sep 2024': 17615.0, 'Dec 2024': 18040.0, 'Mar 2025': 18121.0}","{'Mar 2022': 7936.0, 'Jun 2022': 7168.0, 'Sep 2022': 7450.0, 'Dec 2022': 8577.0, 'Mar 2023': 8101.0, 'Jun 2023': 9731.0, 'Sep 2023': 10059.0, 'Dec 2023': 10506.0, 'Mar 2024': 11124.0, 'Jun 2024': 11892.0, 'Sep 2024': 12412.0, 'Dec 2024': 11913.0, 'Mar 2025': 11943.0}","{'Mar 2022': 1111.0, 'Jun 2022': 2460.0, 'Sep 2022': 3182.0, 'Dec 2022': 3171.0, 'Mar 2023': 3948.0, 'Jun 2023': 2543.0, 'Sep 2023': 2609.0, 'Dec 2023': 2416.0, 'Mar 2024': 2379.0, 'Jun 2024': 2006.0, 'Sep 2024': 1575.0, 'Dec 2024': 2210.0, 'Mar 2025': 2389.0}","{'Mar 2022': 6.0, 'Jun 2022': 13.0, 'Sep 2022': 15.0, 'Dec 2022': 14.0, 'Mar 2023': 16.0, 'Jun 2023': 10.0, 'Sep 2023': 10.0, 'Dec 2023': 8.0, 'Mar 2024': 8.0, 'Jun 2024': 6.0, 'Sep 2024': 5.0, 'Dec 2024': 7.0, 'Mar 2025': 7.0}","{'Mar 2022': 4792.0, 'Jun 2022': 3423.0, 'Sep 2022': 4390.0, 'Dec 2022': 5148.0, 'Mar 2023': -7101.0, 'Jun 2023': 5648.0, 'Sep 2023': 5705.0, 'Dec 2023': 6272.0, 'Mar 2024': 7606.0, 'Jun 2024': 6637.0, 'Sep 2024': 7603.0, 'Dec 2024': 6797.0, 'Mar 2025': 7506.0}","{'Mar 2022': 0.0, 'Jun 2022': 0.0, 'Sep 2022': 0.0, 'Dec 2022': 0.0, 'Mar 2023': 0.0, 'Jun 2023': 0.0, 'Sep 2023': 0.0, 'Dec 2023': 0.0, 'Mar 2024': 0.0, 'Jun 2024': 0.0, 'Sep 2024': 0.0, 'Dec 2024': 0.0, 'Mar 2025': 0.0}","{'Mar 2022': 5903.0, 'Jun 2022': 5883.0, 'Sep 2022': 7573.0, 'Dec 2022': 8319.0, 'Mar 2023': -3153.0, 'Jun 2023': 8192.0, 'Sep 2023': 8314.0, 'Dec 2023': 8688.0, 'Mar 2024': 9985.0, 'Jun 2024': 8643.0, 'Sep 2024': 9177.0, 'Dec 2024': 9007.0, 'Mar 2025': 9895.0}","{'Mar 2022': 25.0, 'Jun 2022': 25.0, 'Sep 2022': 26.0, 'Dec 2022': 25.0, 'Mar 2023': 70.0, 'Jun 2023': 26.0, 'Sep 2023': 25.0, 'Dec 2023': 25.0, 'Mar 2024': 24.0, 'Jun 2024': 25.0, 'Sep 2024': 19.0, 'Dec 2024': 25.0, 'Mar 2025': 24.0}","{'Mar 2022': 4444.0, 'Jun 2022': 4402.0, 'Sep 2022': 5636.0, 'Dec 2022': 6215.0, 'Mar 2023': -5334.0, 'Jun 2023': 6113.0, 'Sep 2023': 6230.0, 'Dec 2023': 6520.0, 'Mar 2024': 7630.0, 'Jun 2024': 6467.0, 'Sep 2024': 7436.0, 'Dec 2024': 6779.0, 'Mar 2025': 7509.0}","{'Mar 2022': 14.39, 'Jun 2022': 14.26, 'Sep 2022': 18.27, 'Dec 2022': 20.12, 'Mar 2023': -17.43, 'Jun 2023': 19.78, 'Sep 2023': 20.13, 'Dec 2023': 21.05, 'Mar 2024': 24.62, 'Jun 2024': 20.83, 'Sep 2024': 23.93, 'Dec 2024': 21.78, 'Mar 2025': 24.13}"
