Date,Price on NSE
2024-06-06,515.5
2024-06-07,517.75
2024-06-10,529.02
2024-06-11,531.71
2024-06-12,527.63
2024-06-13,534.97
2024-06-14,529.22
2024-06-18,533.49
2024-06-19,534.59
2024-06-20,545.81
2024-06-21,542.89
2024-06-24,548.79
2024-06-25,547.83
2024-06-26,547.11
2024-06-27,544.71
2024-06-28,547.59
2024-07-01,550.08
2024-07-02,543.56
2024-07-03,548.83
2024-07-04,547.2
2024-07-05,549.36
2024-07-08,544.28
2024-07-09,540.97
2024-07-10,536.99
2024-07-11,534.97
2024-07-12,540.68
2024-07-15,542.02
2024-07-16,534.59
2024-07-18,535.88
2024-07-19,520.49
2024-07-22,523.22
2024-07-23,518.38
2024-07-24,515.16
2024-07-25,507.87
2024-07-26,521.97
2024-07-29,530.61
2024-07-30,541.88
2024-07-31,548.74
2024-08-01,537.61
2024-08-02,515.69
2024-08-05,506.77
2024-08-06,511.81
2024-08-07,524.42
2024-08-08,525.48
2024-08-09,532.0
2024-08-12,542.07
2024-08-13,529.55
2024-08-14,520.73
2024-08-16,530.8
2024-08-19,537.75
2024-08-20,543.08
2024-08-21,545.14
2024-08-22,555.55
2024-08-23,550.32
2024-08-26,553.92
2024-08-27,559.19
2024-08-28,554.49
2024-08-29,554.25
2024-08-30,573.97
2024-09-02,575.07
2024-09-03,577.66
2024-09-04,583.08
2024-09-05,593.49
2024-09-06,584.95
2024-09-09,579.77
2024-09-10,593.97
2024-09-11,586.1
2024-09-12,589.79
2024-09-13,586.48
2024-09-16,588.79
2024-09-17,585.76
2024-09-18,580.44
2024-09-19,570.56
2024-09-20,563.17
2024-09-23,568.64
2024-09-24,579.15
2024-09-25,575.12
2024-09-26,576.6
2024-09-27,585.76
2024-09-30,588.16
2024-10-01,595.88
2024-10-03,580.78
2024-10-04,574.88
2024-10-07,556.65
2024-10-08,553.29
2024-10-09,554.06
2024-10-10,560.58
2024-10-11,559.29
2024-10-14,555.07
2024-10-15,550.7
2024-10-16,545.67
2024-10-17,531.14
2024-10-18,532.62
2024-10-21,523.22
2024-10-22,508.74
2024-10-23,510.08
2024-10-24,513.2
2024-10-25,500.68
2024-10-28,510.13
2024-10-29,512.86
2024-10-30,523.99
2024-10-31,531.09
2024-11-01,535.64
2024-11-04,530.13
2024-11-05,536.27
2024-11-06,544.13
2024-11-07,544.04
2024-11-08,534.88
2024-11-11,494.16
2024-11-12,506.24
2024-11-13,494.4
2024-11-14,504.37
2024-11-18,515.02
2024-11-19,524.52
2024-11-21,533.1
2024-11-22,543.32
2024-11-25,545.38
2024-11-26,551.75
2024-11-27,548.2
2024-11-28,546.9
2024-11-29,545.0
2024-12-02,555.05
2024-12-03,563.1
2024-12-04,567.95
2024-12-05,558.2
2024-12-06,562.65
2024-12-09,555.4
2024-12-10,549.95
2024-12-11,552.0
2024-12-12,547.45
2024-12-13,550.25
2024-12-16,547.95
2024-12-17,538.4
2024-12-18,532.25
2024-12-19,518.35
2024-12-20,504.5
2024-12-23,507.7
2024-12-24,504.5
2024-12-26,499.65
2024-12-27,502.05
2024-12-30,500.75
2024-12-31,501.0
2025-01-01,500.5
2025-01-02,509.45
2025-01-03,529.55
2025-01-06,521.3
2025-01-07,544.45
2025-01-08,539.55
2025-01-09,545.45
2025-01-10,548.85
2025-01-13,533.65
2025-01-14,541.85
2025-01-15,546.9
2025-01-16,546.3
2025-01-17,551.7
2025-01-20,552.85
2025-01-21,544.25
2025-01-22,542.7
2025-01-23,557.85
2025-01-24,552.0
2025-01-27,542.35
2025-01-28,538.65
2025-01-29,553.1
2025-01-30,566.95
2025-01-31,603.75
2025-02-01,604.0
2025-02-03,630.25
2025-02-04,636.9
2025-02-05,645.45
2025-02-06,644.75
2025-02-07,641.35
2025-02-10,634.95
2025-02-11,610.7
2025-02-12,620.5
2025-02-13,629.75
2025-02-14,618.35
2025-02-17,632.2
2025-02-18,630.8
2025-02-19,650.05
2025-02-20,647.25
2025-02-21,646.35
2025-02-24,645.2
2025-02-25,647.5
2025-02-27,643.65
2025-02-28,632.95
2025-03-03,616.7
2025-03-04,613.4
2025-03-05,627.85
2025-03-06,624.7
2025-03-07,629.85
2025-03-10,615.45
2025-03-11,615.05
2025-03-12,608.05
2025-03-13,601.45
2025-03-17,626.15
2025-03-18,635.2
2025-03-19,646.3
2025-03-20,646.85
2025-03-21,658.85
2025-03-24,658.45
2025-03-25,653.0
2025-03-26,652.4
2025-03-27,656.4
2025-03-28,636.25
2025-04-01,634.75
2025-04-02,654.45
2025-04-03,651.25
2025-04-04,637.7
2025-04-07,614.45
2025-04-08,614.5
2025-04-09,614.25
2025-04-11,638.85
2025-04-15,658.0
2025-04-16,659.65
2025-04-17,656.2
2025-04-21,671.15
2025-04-22,672.7
2025-04-23,679.9
2025-04-24,684.2
2025-04-25,661.85
2025-04-28,678.3
2025-04-29,669.6
2025-04-30,669.9
2025-05-02,680.8
2025-05-05,686.5
2025-05-06,679.05
2025-05-07,688.0
2025-05-08,656.5
2025-05-09,674.75
2025-05-12,676.85
2025-05-13,642.85
2025-05-14,636.9
2025-05-15,644.65
2025-05-16,644.2
2025-05-19,645.5
2025-05-20,628.7
2025-05-21,638.4
2025-05-22,631.95
2025-05-23,630.5
2025-05-26,632.05
2025-05-27,630.35
2025-05-28,630.75
2025-05-29,631.0
2025-05-30,627.9
2025-06-02,636.35
2025-06-03,635.35
2025-06-04,642.55
2025-06-05,646.9
2025-06-06,642.85
