Date,Volume,Delivery (%)
2024-06-06,7372898,37.0
2024-06-07,2376442,47.0
2024-06-10,7658838,33.0
2024-06-11,4391951,31.0
2024-06-12,2394213,37.0
2024-06-13,4299178,36.0
2024-06-14,2155790,41.0
2024-06-18,1788786,51.0
2024-06-19,6548206,35.0
2024-06-20,7971647,27.0
2024-06-21,6216763,54.0
2024-06-24,5923978,20.0
2024-06-25,2230581,48.0
2024-06-26,2497910,46.0
2024-06-27,1851176,
2024-06-28,1726311,47.0
2024-07-01,1554428,52.0
2024-07-02,2967408,51.0
2024-07-03,2028422,41.0
2024-07-04,2404669,42.0
2024-07-05,1154900,44.0
2024-07-08,2843879,33.0
2024-07-09,1575444,46.0
2024-07-10,2154424,39.0
2024-07-11,4262195,66.0
2024-07-12,3955917,49.0
2024-07-15,1798563,43.0
2024-07-16,1786885,50.0
2024-07-18,1341927,48.0
2024-07-19,1579554,36.0
2024-07-22,2662196,27.0
2024-07-23,3100691,25.0
2024-07-24,1539470,38.0
2024-07-25,1964361,33.0
2024-07-26,1681107,47.0
2024-07-29,4695044,35.0
2024-07-30,2330628,33.0
2024-07-31,2535822,51.0
2024-08-01,2090252,42.0
2024-08-02,6878073,28.0
2024-08-05,9018164,19.0
2024-08-06,4088389,30.0
2024-08-07,2814465,50.0
2024-08-08,2939596,44.0
2024-08-09,2183223,37.0
2024-08-12,3373363,32.0
2024-08-13,1820841,49.0
2024-08-14,1135252,37.0
2024-08-16,1722926,40.0
2024-08-19,2536561,39.0
2024-08-20,1340960,52.0
2024-08-21,2365139,60.0
2024-08-22,6736100,32.0
2024-08-23,2126159,33.0
2024-08-26,1366389,46.0
2024-08-27,2872966,29.0
2024-08-28,1454528,34.0
2024-08-29,1616651,41.0
2024-08-30,8147687,45.0
2024-09-02,3922415,35.0
2024-09-03,2298733,46.0
2024-09-04,3391870,36.0
2024-09-05,3900004,38.0
2024-09-06,3814570,43.0
2024-09-09,2470321,39.0
2024-09-10,1840652,42.0
2024-09-11,1532923,50.0
2024-09-12,1802613,57.0
2024-09-13,1301963,59.0
2024-09-16,1255704,40.0
2024-09-17,1243788,61.0
2024-09-18,1824742,49.0
2024-09-19,2886381,35.0
2024-09-20,6030252,68.0
2024-09-23,2269840,35.0
2024-09-24,2491344,44.0
2024-09-25,2332136,57.0
2024-09-26,2050839,66.0
2024-09-27,2557461,49.0
2024-09-30,1806002,47.0
2024-10-01,2658572,45.0
2024-10-03,2348961,40.0
2024-10-04,1893841,44.0
2024-10-07,3692298,42.0
2024-10-08,3237194,18.0
2024-10-09,960666,38.0
2024-10-10,1478644,32.0
2024-10-11,616461,34.0
2024-10-14,1380460,38.0
2024-10-15,1731331,55.0
2024-10-16,1403780,49.0
2024-10-17,1693380,38.0
2024-10-18,1530390,35.0
2024-10-21,2941093,29.0
2024-10-22,2204890,50.0
2024-10-23,1736289,36.0
2024-10-24,1671470,27.0
2024-10-25,1490573,40.0
2024-10-28,1162878,25.0
2024-10-29,1130632,38.0
2024-10-30,1920348,33.0
2024-10-31,1252055,40.0
2024-11-01,187385,39.0
2024-11-04,1440389,34.0
2024-11-05,963202,28.0
2024-11-06,1600622,40.0
2024-11-07,975835,33.0
2024-11-08,750207,28.0
2024-11-11,10634006,28.0
2024-11-12,10093639,10.0
2024-11-13,3681018,20.0
2024-11-14,3950092,44.0
2024-11-18,3234814,34.0
2024-11-19,4818277,56.0
2024-11-21,10750696,39.0
2024-11-22,3656802,43.0
2024-11-25,6171513,67.0
2024-11-26,2723711,32.0
2024-11-27,1775404,32.0
