tickerId,companyName,remarks,dateOfAnnouncement,recordDate,agmDate,purpose
S0003029,Upl,,2025-03-17,,2025-03-31,EGM
S0003029,Upl,,2024-07-31,,2024-08-27,AGM
S0003029,Upl,,2024-03-06,,2024-03-28,EGM
S0003029,Upl,Rs.10.0000 per share(500%)Final Dividend   & A.G.M.,2023-07-14,,2023-08-18,AGM
S0003029,Upl,,2023-06-27,,2023-07-20,EGM
S0003029,Upl,,2023-03-02,,2023-03-24,EGM
S0003029,Upl,,2022-06-30,,2022-08-12,AGM
S0003029,Upl,,2022-03-08,,2022-03-30,EGM
S0003029,Upl,,2021-07-14,,2021-08-06,AGM
