displayName,key,value
Dividend Per Share - 5 year average,dividendperShare5YearAverage,7.15
Cash Flow per share  - trailing 12 month,cashFlowPerShareTrailing12Month,46.93
Free Cash Flow per share - trailing 12 month,freeCashFlowpersharetrailing12month,
Cash Flow per share - most recent fiscal year,cashflowPerShareMostRecentFiscalYear,42.28
Book value (tangible) per share - most recent quarter,bookValueTangibleperSharemostRecentQuarter,7.28
Cash per share - most recent quarter,cashPerShareMostRecentQuarter,125.56
EPS including extraordinary items - trailing 12 month,ePSIncludingExtraOrdinaryItemsTrailing12Month,10.21
EPS including extraordinary items - most recent fiscal year,ePSIncludingExtraordinaryItemsMostRecentFiscalYear,10.62
EBITD per share - trailing 12 month,eBITDPerShareTrailing12Month,106.74
Revenue/share - trailing 12 month,rRevenuePerShareTrailing12onth,613.09
EPS excluding extraordinary items - trailing 12 month,eEPSExcludingExtraordinaryIitemsTrailing12onth,10.21
EPS Basic excluding extraordinary items - most recent fiscal year,ePSBasicExcludingExtraordinaryItemsMostRecentFiscalYear,10.62
EPS Basic excluding extraordinary items - trailing 12 month,ePSBasicExcludingExtraordinaryItemsItrailing12Month,10.21
Book value per share - most recent fiscal year,bookValuePerShare MostRecentFiscalYear,381.31
Book value per share - most recent quarter,bookValuePerShareMostRecentQuarter,381.31
Dividend per share - most recent fiscal year,dividendPerShare MostRecentFiscalYear,6.00
Revenue/share - most recent fiscal year,revenuePerShareMostRecentFiscalYear,552.29
EPS Normalized - most recent fiscal year,ePSNormalizedMostRecentFiscalYear,15.40
Book value (tangible) per share - most recent fiscal year,bookValuePerShareMostRecentFiscalYear,7.28
Dividends per share - trailing 12 month,dividendsPerShareTrailing12Month,6.00
EPS excluding extraordinary items - most recent fiscal year,eEPSExcludingExtraordinaryItemsMmostRecentFiscal yea,10.62
Cash per share - most recent fiscal year,cashPerShareMostRecentFiscalYear,125.56
